"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20231013","32315.99","-178.67","-0.55","32494.66","32328.39","32533.08","32249.03","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231013","2308.75","-33.74","-1.44","2342.49","2324.08","2331.1","2303.74","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231013","3810","-35","-0.91","3845","3830","3830","3790","15400","58680","41637","3145","4545"
"1332","ニッスイ","東証PR","水産・農林","20231013","705.6","-11.9","-1.66","717.5","710.6","716.2","701.5","1655200","1171280","220451","567.5","867.5"
"1333","マルハニチロ","東証PR","水産・農林","20231013","2484.5","-30","-1.19","2514.5","2496","2504","2477","154000","382986","125663","2014.5","3015"
"1375","雪国まいたけ","東証PR","水産・農林","20231013","885","-11","-1.23","896","894","894","883","85400","75817","35321","746","1046"
"1376","カネコ種苗","東証ST","水産・農林","20231013","1399","-9","-0.64","1408","1409","1413","1394","37400","52364","16470","1108","1708"
"1377","サカタのタネ","東証PR","水産・農林","20231013","4150","-85","-2.01","4235","4215","4230","4135","114200","476808","196755","3535","4935"
"1379","ホクト","東証PR","水産・農林","20231013","1802","-11","-0.61","1813","1809","1811","1802","64100","115733","60113","1413","2213"
"1380","秋川牧園","東証ST","水産・農林","20231013","1048","2","0.19","1046","1043","1049","1042","900","941","4380","746","1346"
"1381","アクシーズ","東証ST","水産・農林","20231013","2980","-30","-1","3010","3010","3010","2980","1200","3588","16740","2310","3710"
"1382","ホーブ","東証ST","水産・農林","20231013","2087","-78","-3.6","2165","2133","2148","2078","19800","41720","1590","1665","2665"
"1383","ベルグアース","東証ST","水産・農林","20231013","3220","-5","-0.16","3225","3240","3240","3220","1500","4848","5186","2525","3925"
"1384","ホクリヨウ","東証ST","水産・農林","20231013","1110","6","0.54","1104","1099","1126","1073","82600","90612","9389","804","1404"
"1400","ルーデン・ホールディングス","東証GR","建設","20231013","123","0","0","123","122","123","120","12500","1521","1600","73","173"
"1401","エムビーエス","東証GR","建設","20231013","526","5","0.96","521","526","532","520","17700","9342","4067","421","621"
"1407","ウエストホールディングス","東証ST","建設","20231013","3575","295","8.99","3280","3250","3590","3065","1495600","5085175","164548","2580","3980"
"1414","ショーボンドホールディングス","東証PR","建設","20231013","5668","-107","-1.85","5775","5740","5750","5667","81000","461319","321632","4775","6775"
"1417","ミライト・ワン","東証PR","建設","20231013","1928.5","-13.5","-0.7","1942","1923.5","1951.5","1920.5","146900","283776","199263","1542","2342"
"1418","インターライフホールディングス","東証ST","建設","20231013","200","-19","-8.68","219","214","214","198","407700","82932","4002","139","299"
"1419","タマホーム","東証PR","建設","20231013","3230","-85","-2.56","3315","3295","3310","3210","591800","1922250","95142","2615","4015"
"1420","サンヨーホームズ","東証ST","建設","20231013","720","-1","-0.14","721","720","726","720","7700","5547","9086","571","871"
"1429","日本アクア","東証PR","建設","20231013","955","-27","-2.75","982","971","985","955","90900","87471","33196","832","1132"
"1430","ファーストコーポレーション","東証PR","建設","20231013","758","-13","-1.69","771","769","774","757","38200","29213","10130","621","921"
"1431","Lib_Work","東証GR","建設","20231013","795","-6","-0.75","801","806","806","795","8000","6403","18517","651","951"
"1433","ベステラ","東証PR","建設","20231013","1009","-18","-1.75","1027","1019","1019","1007","36800","37238","9071","727","1327"
"1434","JESCOホールディングス","東証ST","建設","20231013","570","-21","-3.55","591","596","596","570","80500","46596","3908","491","691"
"1435","Robot_Home","東証PR","不動産","20231013","191","-2","-1.04","193","192","193","190","184000","35199","17405","143","243"
"1436","フィット","東証GR","建設","20231013","800","-3","-0.37","803","799","803","797","700","560","3427","653","953"
"1438","岐阜造園","東証ST","建設","20231013","1467","-70","-4.55","1537","1537","1598","1467","5400","8307","4701","1137","1937"
"1439","安江工務店","東証ST","建設","20231013","1331","-9","-0.67","1340","1340","1340","1331","1800","2411","1798","1040","1640"
"1443","技研ホールディングス","東証ST","建設","20231013","211","-2","-0.94","213","212","213","210","41300","8730","3426","133","293"
"1444","ニッソウ","東証GR","建設","20231013","2364","7","0.3","2357","2355","2364","2352","1000","2357","2574","1857","2857"
"1446","キャンディル","東証ST","建設","20231013","561","-3","-0.53","564","567","567","555","17600","9830","6022","464","664"
"1447","ITbookホールディングス","東証GR","建設","20231013","309","-7","-2.22","316","318","319","309","34900","10869","7463","236","396"
"1450","田中建設工業","東証ST","建設","20231013","2160","0","0","2160","2157","2160","2155","800","1726","9396","1660","2660"
"1451","KHC","東証ST","建設","20231013","710","-7","-0.98","717","713","713","706","3000","2130","2844","567","867"
"1491","中外鉱業","東証ST","非鉄金属","20231013","30","-1","-3.23","31","31","31","30","33000","1009","8692","1","61"
"1514","住石ホールディングス","東証ST","鉱業","20231013","526","-5","-0.94","531","527","549","521","1659800","888261","30978","431","631"
"1515","日鉄鉱業","東証PR","鉱業","20231013","4655","-105","-2.21","4760","4710","4750","4625","48100","225290","77760","4060","5460"
"1518","三井松島ホールディングス","東証PR","鉱業","20231013","2584","-42","-1.6","2626","2613","2631","2572","166200","430179","33758","2126","3130"
"1605","INPEX","東証PR","鉱業","20231013","2075.5","17","0.83","2058.5","2070","2078.5","2048","10313000","21302716","2878028","1558.5","2558.5"
"1662","石油資源開発","東証PR","鉱業","20231013","5120","-10","-0.19","5130","5150","5200","5060","408700","2089628","278016","4130","6130"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20231013","2597","-67","-2.52","2664","2634","2649","2586","72400","189067","73589","2164","3165"
"1711","SDSホールディングス","東証ST","建設","20231013","229","-3","-1.29","232","228","230","225","27400","6243","2000","152","312"
"1712","ダイセキ環境ソリューション","東証PR","建設","20231013","1023","-8","-0.78","1031","1031","1046","1012","131300","134694","17214","731","1331"
"1716","第一カッター興業","東証PR","建設","20231013","1239","-7","-0.56","1246","1246","1246","1234","19100","23666","14868","946","1546"
"1717","明豊ファシリティワークス","東証ST","サービス","20231013","708","-10","-1.39","718","719","719","708","34800","24775","9045","568","868"
"1718","美樹工業","東証ST","建設","20231013","4550","5","0.11","4545","4535","4550","4525","2100","9521","5247","3845","5250"
"1719","安藤・間","東証PR","建設","20231013","1139","-24","-2.06","1163","1150","1156","1137","455000","521317","206183","863","1463"
"1720","東急建設","東証PR","建設","20231013","747","-16","-2.1","763","758","759","746","367000","276276","79751","613","913"
"1721","コムシスホールディングス","東証PR","建設","20231013","3089","-21","-0.68","3110","3078","3101","3075","449700","1386846","410837","2410","3810"
"1723","日本電技","東証ST","建設","20231013","4130","-50","-1.2","4180","4205","4205","4130","900","3745","33856","3480","4880"
"1724","シンクレイヤ","東証ST","建設","20231013","650","-18","-2.69","668","665","665","650","9500","6242","3213","568","768"
"1726","ビーアールホールディングス","東証PR","建設","20231013","357","-3","-0.83","360","360","360","356","55800","19989","16349","280","440"
"1730","麻生フオームクリート","東証ST","建設","20231013","440","13","3.04","427","429","440","426","3700","1611","1505","347","507"
"1736","オーテック","東証ST","建設","20231013","2900","-45","-1.53","2945","2945","2945","2900","300","875","16530","2445","3445"
"1739","メルディアDC","東証GR","建設","20231013","786","-17","-2.12","803","789","802","782","7500","5895","5073","653","953"
"1743","コーアツ工業","東証ST","建設","20231013","1171","-18","-1.51","1189","1170","1182","1170","500","588","2670","889","1489"
"1757","創建エース","東証ST","建設","20231013","30","0","0","30","30","30","29","98300","2885","8030","1","60"
"1758","太洋基礎工業","東証ST","建設","20231013","2039","-3","-0.15","2042","2011","2039","2010","500","1008","5013","1542","2542"
"1762","高松コンストラクショングループ","東証PR","建設","20231013","2812","38","1.37","2774","2775","2839","2775","110200","309985","97910","2274","3275"
"1764","工藤建設","東証ST","建設","20231013","2510","-28","-1.1","2538","2510","2510","2510","100","251","3341","2038","3040"
"1766","東建コーポレーション","東証PR","建設","20231013","7790","-80","-1.02","7870","7870","7890","7790","29500","230881","104947","6370","9370"
"1768","ソネック","東証ST","建設","20231013","961","-7","-0.72","968","968","968","961","4100","3955","7208","818","1118"
"1770","藤田エンジニアリング","東証ST","建設","20231013","1031","-28","-2.64","1059","1031","1031","1031","100","103","12063","759","1359"
"1773","ワイ・ティー・エル・コーポレーション・バーハッド（外国株）","東証PR","建設","20231013","47","0","0","47","46","47","46","13000","602","-","17","77"
"1775","富士古河E＆C","東証ST","建設","20231013","4280","-50","-1.15","4330","4330","4330","4260","700","3011","38634","3630","5030"
"1776","三井住建道路","東証ST","建設","20231013","1004","-21","-2.05","1025","1022","1022","1004","6300","6395","9315","725","1325"
"1780","ヤマウラ","東証PR","建設","20231013","1217","-13","-1.06","1230","1224","1228","1216","15700","19170","25683","930","1530"
"1783","アジアゲートホールディングス","東証ST","建設","20231013","47","-1","-2.08","48","48","49","46","1123400","53074","7992","18","78"
"1786","オリエンタル白石","東証PR","建設","20231013","322","1","0.31","321","321","325","320","517600","166759","44697","241","401"
"1787","ナカボーテック","東証ST","建設","20231013","5000","-40","-0.79","5040","5000","5000","5000","300","1500","13013","4040","6040"
"1788","三東工業社","東証ST","建設","20231013","3170","45","1.44","3125","3170","3170","3170","100","317","2175","2425","3825"
"1789","ETSホールディングス","東証ST","建設","20231013","616","-1","-0.16","617","615","618","615","1700","1048","3927","517","717"
"1793","大本組","東証ST","建設","20231013","2480","30","1.22","2450","2430","2480","2373","1200","2922","38185","1950","2950"
"1795","マサル","東証ST","建設","20231013","3355","-25","-0.74","3380","3380","3380","3355","300","1012","3023","2680","4080"
"1798","守谷商会","東証ST","建設","20231013","2815","-34","-1.19","2849","2849","2849","2815","300","851","6362","2349","3350"
"1799","第一建設工業","東証ST","建設","20231013","1666","-42","-2.46","1708","1697","1702","1657","1700","2840","34750","1308","2108"
"1801","大成建設","東証PR","建設","20231013","5112","-34","-0.66","5146","5111","5170","5094","685000","3508067","965000","4146","6146"
"1802","大林組","東証PR","建設","20231013","1313","-9","-0.68","1322","1314","1318","1298","2989000","3920468","947342","1022","1622"
"1803","清水建設","東証PR","建設","20231013","1033.5","-5.5","-0.53","1039","1027","1035.5","1023.5","2230700","2299234","768589","739","1339"
"1805","飛島建設","東証PR","建設","20231013","1278","-26","-1.99","1304","1286","1300","1276","80400","103353","24679","1004","1604"
"1807","佐藤渡辺","東証ST","建設","20231013","2656","-8","-0.3","2664","2653","2665","2635","1300","3446","8488","2164","3165"
"1808","長谷工コーポレーション","東証PR","建設","20231013","1883","-17.5","-0.92","1900.5","1887.5","1891","1872.5","751600","1414860","566396","1500.5","2300.5"
"1810","松井建設","東証PR","建設","20231013","755","-8","-1.05","763","762","762","752","34900","26404","23088","613","913"
"1811","錢高組","東証ST","建設","20231013","3605","-115","-3.09","3720","3710","3715","3605","8300","30211","26508","3020","4420"
"1812","鹿島建設","東証PR","建設","20231013","2439","-53","-2.13","2492","2462.5","2462.5","2428","1570300","3839627","1289392","1992","2992"
"1813","不動テトラ","東証PR","建設","20231013","2008","-22","-1.08","2030","2002","2040","2000","84900","171048","33111","1530","2530"
"1814","大末建設","東証PR","建設","20231013","1416","-37","-2.55","1453","1441","1447","1410","36400","51921","15030","1153","1753"
"1815","鉄建建設","東証PR","建設","20231013","2013","-44","-2.14","2057","2049","2049","2012","10700","21715","31542","1557","2557"
"1820","西松建設","東証PR","建設","20231013","3493","-64","-1.8","3557","3533","3555","3490","254300","894019","194181","2857","4257"
"1821","三井住友建設","東証PR","建設","20231013","381","-4","-1.04","385","387","387","378","723500","276898","61979","305","465"
"1822","大豊建設","東証PR","建設","20231013","3830","-45","-1.16","3875","3870","3890","3815","33000","127013","69259","3175","4575"
"1826","佐田建設","東証ST","建設","20231013","590","12","2.08","578","600","610","584","45700","27281","9158","478","678"
"1827","ナカノフドー建設","東証ST","建設","20231013","391","-7","-1.76","398","400","400","389","40700","16036","13489","318","478"
"1828","田辺工業","東証ST","建設","20231013","1403","-35","-2.43","1438","1430","1439","1403","6300","8940","15051","1138","1738"
"1833","奥村組","東証PR","建設","20231013","4365","-70","-1.58","4435","4405","4425","4365","130000","570861","168774","3735","5140"
"1835","東鉄工業","東証PR","建設","20231013","2870","-34","-1.17","2904","2903","2909","2860","71000","204483","103607","2404","3405"
"1840","土屋ホールディングス","東証ST","建設","20231013","234","-8","-3.31","242","242","243","234","110300","26101","6031","162","322"
"1841","サンユー建設","東証ST","建設","20231013","-","0","0","926","-","-","-","-","-","3704","776","1076"
