"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230518","30573.93","480.34","1.6","30093.59","30432.54","30667.13","30381.9","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230518","2157.85","24.24","1.14","2133.61","2153.28","2161.99","2146.77","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230518","3680","-40","-1.08","3720","3745","3750","3680","3699.7","33300","0.3","123200","40216","3020","4420","20230203","3930","6.36","20230320","3370","9.2"
"1332","ニッスイ","東証PR","水産・農林","20230518","620","-7","-1.12","627","627","627","615","619.48","1484800","0.48","919811","193707","527","727","20230516","632","1.9","20230113","517","19.92"
"1333","マルハニチロ","東証PR","水産・農林","20230518","2560","-55","-2.1","2615","2613","2613","2560","2571.05","218200","0.43","561003","129482","2115","3115","20230516","2635","2.85","20230320","2333","9.73"
"1375","雪国まいたけ","東証PR","水産・農林","20230518","991","-1","-0.1","992","994","997","990","992.9","66500","0.17","66028","39552","842","1142","20230307","1057","6.24","20230512","970","2.16"
"1376","カネコ種苗","東証ST","水産・農林","20230518","1597","0","0","1597","1600","1611","1589","1597.38","6900","0.06","11022","18801","1197","1997","20230404","1709","6.55","20230105","1400","14.07"
"1377","サカタのタネ","東証PR","水産・農林","20230518","4045","30","0.75","4015","4045","4060","4020","4045.68","106800","0.23","432079","191776","3315","4715","20230104","4330","6.58","20230411","3765","7.44"
"1379","ホクト","東証PR","水産・農林","20230518","1847","0","0","1847","1850","1852","1843","1847.71","42200","0.13","77973","61614","1447","2247","20230131","1902","2.89","20230413","1805","2.33"
"1380","秋川牧園","東証ST","水産・農林","20230518","1042","-2","-0.19","1044","1050","1050","1042","1046.24","2500","0.06","2616","4355","744","1344","20230116","1071","2.71","20230410","1040","0.19"
"1381","アクシーズ","東証ST","水産・農林","20230518","3090","0","0","3090","3090","3115","3065","3093.24","1700","0.03","5259","17358","2390","3790","20230515","3160","2.22","20230217","2828","9.26"
"1382","ホーブ","東証ST","水産・農林","20230518","1791","-4","-0.22","1795","1795","1805","1790","1793.7","1000","0.13","1794","1365","1395","2195","20230314","2095","14.51","20230111","1664","7.63"
"1383","ベルグアース","東証ST","水産・農林","20230518","3130","-10","-0.32","3140","3135","3150","3100","3124.03","3100","0.2","9685","4884","2440","3840","20230403","3475","9.93","20230104","2886","8.45"
"1384","ホクリヨウ","東証ST","水産・農林","20230518","847","12","1.44","835","837","858","821","838.9","94700","1.12","79444","7165","685","985","20230213","972","12.86","20230104","702","20.66"
"1400","ルーデン・ホールディングス","東証GR","建設","20230518","122","-2","-1.61","124","124","124","122","122.59","11900","0.09","1459","1587","74","174","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20230518","490","5","1.03","485","487","491","487","489.91","2200","0.03","1078","3789","405","565","20230216","509","3.73","20230113","466","5.15"
"1407","ウエストホールディングス","東証ST","建設","20230518","2951","-18","-0.61","2969","2966","2977","2900","2939.21","211800","0.46","622524","135827","2469","3470","20230113","4730","37.61","20230413","2662","10.86"
