"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231124","33625.53","173.7","0.52","33451.83","33752.05","33817.86","33622.57","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231124","2390.94","12.75","0.54","2378.19","2397.2","2398.63","2389.44","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231124","3790","10","0.26","3780","3790","3790","3760","3782.04","11300","0.1","42737","41418","3080","4480","20230920","4090","7.33","20230320","3370","12.46"
"1332","ニッスイ","東証PR","水産・農林","20231124","731.2","3.6","0.49","727.6","740","741.4","725.6","732.42","1470000","0.47","1076658","228449","577.6","877.6","20230817","789","7.33","20230113","517","41.43"
"1333","マルハニチロ","東証PR","水産・農林","20231124","2805.5","25.5","0.92","2780","2800","2817.5","2764","2793.22","170000","0.34","474847","141899","2280","3280","20231114","2892","2.99","20230320","2333","20.25"
"1375","雪国まいたけ","東証PR","水産・農林","20231124","955","4","0.42","951","954","960","951","955.93","93400","0.23","89284","38115","801","1101","20230307","1057","9.65","20230821","867","10.15"
"1376","カネコ種苗","東証ST","水産・農林","20231124","1434","9","0.63","1425","1431","1438","1425","1432.48","16500","0.14","23636","16882","1125","1725","20230404","1709","16.09","20230818","1370","4.67"
"1377","サカタのタネ","東証PR","水産・農林","20231124","4000","-20","-0.5","4020","4025","4030","4000","4010.56","56100","0.12","224993","189643","3320","4720","20230926","4495","11.01","20230411","3765","6.24"
"1379","ホクト","東証PR","水産・農林","20231124","1747","-1","-0.06","1748","1745","1748","1738","1744.62","47100","0.14","82171","58278","1348","2148","20230131","1902","8.15","20231117","1729","1.04"
"1380","秋川牧園","東証ST","水産・農林","20231124","1028","-2","-0.19","1030","1031","1036","1028","1031.37","3800","0.09","3919","4296","730","1330","20230928","1094","6.03","20231121","1027","0.1"
"1381","アクシーズ","東証ST","水産・農林","20231124","2870","0","0","2870","2870","2870","2870","2870","2300","0.04","6601","16122","2370","3370","20230627","3270","12.23","20230217","2828","1.49"
"1382","ホーブ","東証ST","水産・農林","20231124","2268","-113","-4.75","2381","2359","2694","2201","2510.82","449200","58.95","1127860","1728","1881","2881","20230912","4635","51.07","20230111","1664","36.3"
"1383","ベルグアース","東証ST","水産・農林","20231124","3300","-15","-0.45","3315","3320","3320","3300","3312.86","700","0.04","2319","5315","2615","4015","20230403","3475","5.04","20230104","2886","14.35"
"1384","ホクリヨウ","東証ST","水産・農林","20231124","1081","-8","-0.73","1089","1095","1095","1057","1080.63","42900","0.51","46359","9144","789","1389","20230925","1205","10.29","20230104","702","53.99"
"1400","ルーデン・ホールディングス","東証GR","建設","20231124","82","-1","-1.2","83","83","83","79","80.62","195000","1.5","15722","1067","53","113","20230221","187","56.15","20231031","70","17.14"
"1401","エムビーエス","東証GR","建設","20231124","581","-43","-6.89","624","625","625","580","599.56","34200","0.44","20505","4492","524","724","20231122","636","8.65","20230113","466","24.68"
