"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230814","32059.91","-413.74","-1.27","32473.65","32456.72","32613.99","32031.54","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230814","2280.89","-22.62","-0.98","2303.51","2306.54","2314.16","2276.94","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230814","3770","-25","-0.66","3795","3795","3815","3755","3781.59","24500","0.22","92649","41200","3095","4495","20230203","3930","4.07","20230320","3370","11.87"
"1332","ニッスイ","東証PR","水産・農林","20230814","772.4","1.7","0.22","770.7","770","781.6","767.7","774.84","2035400","0.65","1577114","241321","620.7","920.7","20230814","781.6","1.18","20230113","517","49.4"
"1333","マルハニチロ","東証PR","水産・農林","20230814","2483","11.5","0.47","2471.5","2483","2502","2471","2483.13","206300","0.41","512270","125587","1971.5","2971.5","20230516","2635","5.77","20230320","2333","6.43"
"1375","雪国まいたけ","東証PR","水産・農林","20230814","909","-13","-1.41","922","920","920","906","910.26","172600","0.43","157110","36279","772","1072","20230307","1057","14","20230814","906","0.33"
"1376","カネコ種苗","東証ST","水産・農林","20230814","1420","2","0.14","1418","1435","1435","1411","1419.03","9800","0.08","13907","16717","1118","1718","20230404","1709","16.91","20230711","1391","2.08"
"1377","サカタのタネ","東証PR","水産・農林","20230814","4045","10","0.25","4035","4050","4060","4030","4044.85","51300","0.11","207501","191776","3335","4735","20230104","4330","6.58","20230411","3765","7.44"
"1379","ホクト","東証PR","水産・農林","20230814","1842","-33","-1.76","1875","1863","1871","1837","1848.11","88900","0.27","164297","61447","1475","2275","20230131","1902","3.15","20230413","1805","2.05"
"1380","秋川牧園","東証ST","水産・農林","20230814","1048","-6","-0.57","1054","1055","1055","1046","1048.93","1400","0.03","1469","4380","754","1354","20230116","1071","2.15","20230619","1034","1.35"
"1381","アクシーズ","東証ST","水産・農林","20230814","3000","10","0.33","2990","2990","3000","2990","2994.56","900","0.02","2695","16853","2490","3490","20230627","3270","8.26","20230217","2828","6.08"
"1382","ホーブ","東証ST","水産・農林","20230814","1798","8","0.45","1790","1795","1798","1795","1796","300","0.04","539","1370","1390","2190","20230314","2095","14.18","20230111","1664","8.05"
"1383","ベルグアース","東証ST","水産・農林","20230814","3210","0","0","3210","3185","3210","3185","3201.54","1300","0.08","4162","5170","2510","3910","20230403","3475","7.63","20230104","2886","11.23"
"1384","ホクリヨウ","東証ST","水産・農林","20230814","863","-51","-5.58","914","929","929","854","888.11","198800","2.35","176557","7300","764","1064","20230213","972","11.21","20230104","702","22.93"
"1400","ルーデン・ホールディングス","東証GR","建設","20230814","122","0","0","122","122","122","118","120.45","118700","0.91","14297","1587","72","172","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20230814","498","1","0.2","497","493","509","493","496.36","6600","0.09","3276","3851","417","577","20230721","574","13.24","20230113","466","6.87"
"1407","ウエストホールディングス","東証ST","建設","20230814","2536","-47","-1.82","2583","2580","2619","2510","2556.52","270400","0.59","691282","116726","2083","3085","20230113","4730","46.38","20230630","2391","6.06"
"1414","ショーボンドホールディングス","東証PR","建設","20230814","5959","59","1","5900","5901","6050","5893","5965.6","236800","0.42","1412655","338145","4900","6900","20230814","6050","1.5","20230217","5170","15.26"
"1417","ミライト・ワン","東証PR","建設","20230814","1847","-7","-0.38","1854","1856","1880.5","1839.5","1855.31","388100","0.38","720046","190842","1454","2254","20230814","1880.5","1.78","20230213","1468","25.82"
"1418","インターライフホールディングス","東証ST","建設","20230814","200","-1","-0.5","201","202","203","199","200.71","35800","0.18","7185","4002","121","281","20230417","318","37.11","20230316","159","25.79"
"1419","タマホーム","東証PR","建設","20230814","3570","25","0.71","3545","3560","3590","3535","3562.17","223200","0.76","795076","105157","2845","4245","20230529","4125","13.45","20230110","2422","47.4"
"1420","サンヨーホームズ","東証ST","建設","20230814","719","3","0.42","716","717","721","717","719","6200","0.05","4458","9074","566","866","20230127","790","8.99","20230412","701","2.57"
"1429","日本アクア","東証PR","建設","20230814","1029","129","14.33","900","1019","1050","1006","1030.52","974800","2.8","1004553","35768","750","1050","20230814","1050","2","20230117","774","32.95"
"1430","ファーストコーポレーション","東証PR","建設","20230814","734","-2","-0.27","736","737","739","733","736.49","32200","0.24","23715","9809","586","886","20230509","963","23.78","20230718","690","6.38"
"1431","Lib_Work","東証GR","建設","20230814","799","8","1.01","791","800","808","791","800.39","28700","0.12","22971","18610","641","941","20230417","839","4.77","20230106","748","6.82"
"1433","ベステラ","東証PR","建設","20230814","1062","-11","-1.03","1073","1064","1071","1052","1059.77","29900","0.33","31687","9548","773","1373","20230613","1341","20.81","20230314","851","24.79"
"1434","JESCOホールディングス","東証ST","建設","20230814","705","0","0","705","707","716","700","706.41","65700","0.96","46411","4824","555","855","20230804","742","4.99","20230104","439","60.59"
"1435","Robot_Home","東証PR","建設","20230814","198","-5","-2.46","203","204","207","198","201.4","874900","0.96","176203","18043","123","283","20230414","258","23.26","20230106","158","25.32"
"1436","フィット","東証GR","建設","20230814","860","-2","-0.23","862","862","870","859","862.28","4600","0.11","3967","3684","712","1012","20230411","1286","33.13","20230104","656","31.1"
"1438","岐阜造園","東証ST","建設","20230814","1447","-51","-3.4","1498","1498","1498","1438","1470.47","1900","0.06","2794","4637","1198","1798","20230810","1510","4.17","20230112","994","45.57"
"1439","安江工務店","東証ST","建設","20230814","1197","-4","-0.33","1201","1201","1223","1197","1205.87","3100","0.23","3738","1617","901","1501","20230203","1796","33.35","20230314","942","27.07"
"1443","技研ホールディングス","東証ST","建設","20230814","219","-3","-1.35","222","222","223","216","219.57","110300","0.68","24219","3556","142","302","20230130","313","30.03","20230105","203","7.88"
"1444","ニッソウ","東証GR","建設","20230814","2313","-13","-0.56","2326","2349","2349","2311","2332.1","2100","0.19","4897","2518","1826","2826","20230712","2780","16.8","20230130","1954","18.37"
"1446","キャンディル","東証ST","建設","20230814","618","5","0.82","613","614","618","611","614.11","26000","0.24","15967","6634","513","713","20230814","618","0","20230130","492","25.61"
"1447","ITbookホールディングス","東証GR","建設","20230814","367","-1","-0.27","368","370","371","367","368.59","57300","0.24","21120","8864","288","448","20230221","436","15.83","20230106","358","2.51"
"1450","田中建設工業","東証ST","建設","20230814","2216","1","0.05","2215","2208","2220","2205","2208.75","800","0.02","1767","9639","1715","2715","20230329","2780","20.29","20230515","2150","3.07"
"1451","KHC","東証ST","建設","20230814","682","0","0","682","689","689","682","686.42","4300","0.11","2952","2732","582","782","20230808","694","1.73","20230106","603","13.1"
"1491","中外鉱業","東証ST","非鉄金属","20230814","29","-1","-3.33","30","30","30","29","29.33","232600","0.08","6822","8403","1","60","20230512","36","19.44","20230104","28","3.57"
"1514","住石ホールディングス","東証ST","鉱業","20230814","352","0","0","352","354","358","348","351.84","517800","0.88","182185","20730","272","432","20230124","464","24.14","20230403","303","16.17"
"1515","日鉄鉱業","東証PR","鉱業","20230814","4675","-15","-0.32","4690","4680","4715","4610","4666.57","31500","0.19","146997","78094","3990","5390","20230801","5110","8.51","20230105","3130","49.36"
"1518","三井松島ホールディングス","東証PR","鉱業","20230814","2766","-56","-1.98","2822","2939","2939","2762","2809.81","1264200","9.68","3552158","36136","2322","3325","20230221","4105","32.62","20230619","2475","11.76"
"1605","INPEX","東証PR","鉱業","20230814","2014","-102","-4.82","2116","2078.5","2098.5","2008","2044.25","18384400","1.33","37582298","2792748","1616","2616","20230810","2140","5.89","20230105","1301","54.8"
"1662","石油資源開発","東証PR","鉱業","20230814","4790","-115","-2.34","4905","4995","4995","4760","4853.3","456600","0.84","2216019","260097","4205","5610","20230307","5230","8.41","20230105","3590","33.43"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20230814","2509","-60","-2.34","2569","2553","2568","2490","2520.47","148700","0.52","374794","71095","2069","3070","20230808","2589","3.09","20230106","1887","32.96"
"1711","SDSホールディングス","東証ST","建設","20230814","262","-7","-2.6","269","262","266","261","262.89","60400","0.69","15879","2288","189","349","20230125","376","30.32","20230516","242","8.26"
"1712","ダイセキ環境ソリューション","東証PR","建設","20230814","1218","19","1.58","1199","1195","1235","1194","1216.27","151600","0.9","184387","20495","899","1499","20230714","1445","15.71","20230407","793","53.59"
"1716","第一カッター興業","東証PR","建設","20230814","1359","-30","-2.16","1389","1381","1395","1345","1359.13","64000","0.53","86984","16308","1089","1689","20230725","1458","6.79","20230116","1000","35.9"
"1717","明豊ファシリティワークス","東証ST","サービス","20230814","727","-5","-0.68","732","734","734","726","729.16","29600","0.23","21583","9288","582","882","20230308","830","12.41","20230116","690","5.36"
