"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230510","29122.18","-120.64","-0.41","29242.82","29189.41","29195.16","29070.11","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230510","2085.91","-11.64","-0.55","2097.55","2096.62","2096.87","2083.22","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230510","3565","-55","-1.52","3620","3620","3620","3565","3589.76","20900","0.19","75026","38959","2920","4320","20230203","3930","9.29","20230320","3370","5.79"
"1332","ニッスイ","東証PR","水産・農林","20230510","596","-5","-0.83","601","602","602","593","597.2","1062600","0.34","634589","186208","501","701","20230510","602","1","20230113","517","15.28"
"1333","マルハニチロ","東証PR","水産・農林","20230510","2581","-26","-1","2607","2608","2609","2576","2589.78","229300","0.45","593837","130544","2107","3110","20230509","2619","1.45","20230320","2333","10.63"
"1375","雪国まいたけ","東証PR","水産・農林","20230510","1038","-12","-1.14","1050","1048","1049","1035","1042.02","52900","0.13","55123","41427","750","1350","20230307","1057","1.8","20230110","991","4.74"
"1376","カネコ種苗","東証ST","水産・農林","20230510","1613","-27","-1.65","1640","1641","1641","1613","1618.71","4200","0.04","6799","18989","1240","2040","20230404","1709","5.62","20230105","1400","15.21"
"1377","サカタのタネ","東証PR","水産・農林","20230510","4005","-55","-1.35","4060","4050","4055","4000","4022.11","88400","0.19","355555","189880","3360","4760","20230104","4330","7.51","20230411","3765","6.37"
"1379","ホクト","東証PR","水産・農林","20230510","1861","-14","-0.75","1875","1870","1873","1858","1865.61","41700","0.13","77796","62081","1475","2275","20230131","1902","2.16","20230413","1805","3.1"
"1380","秋川牧園","東証ST","水産・農林","20230510","-","0","0","1045","-","-","-","-","-","0","-","4367","745","1345","20230116","1071","100","20230410","1040","-100"
"1381","アクシーズ","東証ST","水産・農林","20230510","3090","20","0.65","3070","3080","3100","3080","3093.97","3400","0.06","10520","17358","2370","3770","20230510","3100","0.32","20230217","2828","9.26"
"1382","ホーブ","東証ST","水産・農林","20230510","1807","-122","-6.32","1929","1831","1849","1787","1816.87","14600","1.92","26526","1377","1529","2329","20230314","2095","13.75","20230111","1664","8.59"
