"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230412","28082.7","159.33","0.57","27923.37","27985.93","28121.46","27983.97","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230412","2006.92","15.07","0.76","1991.85","1999.02","2007.68","1999.02","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230412","3435","20","0.59","3415","3415","3445","3415","3430.6","17500","0.16","60036","37539","2715","4115","20230203","3930","12.6","20230320","3370","1.93"
"1332","ニッスイ","東証PR","水産・農林","20230412","560","6","1.08","554","555","565","553","560","2372900","0.76","1328835","174961","454","654","20230412","565","0.88","20230113","517","8.32"
"1333","マルハニチロ","東証PR","水産・農林","20230412","2378","0","0","2378","2379","2394","2378","2384.98","154200","0.3","367765","120276","1878","2878","20230104","2509","5.22","20230320","2333","1.93"
"1375","雪国まいたけ","東証PR","水産・農林","20230412","1009","8","0.8","1001","1005","1009","1002","1006.56","51600","0.13","51939","40270","701","1301","20230307","1057","4.54","20230110","991","1.82"
"1376","カネコ種苗","東証ST","水産・農林","20230412","1613","-17","-1.04","1630","1623","1631","1608","1618.87","7700","0.07","12465","18989","1230","2030","20230404","1709","5.62","20230105","1400","15.21"
"1377","サカタのタネ","東証PR","水産・農林","20230412","3820","-40","-1.04","3860","3900","3930","3820","3847.4","174100","0.37","669833","181109","3160","4560","20230104","4330","11.78","20230411","3765","1.46"
"1379","ホクト","東証PR","水産・農林","20230412","1823","-6","-0.33","1829","1829","1834","1817","1823.61","99200","0.3","180902","60814","1429","2229","20230131","1902","4.15","20230412","1817","0.33"
"1380","秋川牧園","東証ST","水産・農林","20230412","1051","-9","-0.85","1060","1057","1057","1051","1054","200","0","211","4392","760","1360","20230116","1071","1.87","20230410","1040","1.06"
"1381","アクシーズ","東証ST","水産・農林","20230412","2994","0","0","2994","2994","2996","2994","2994.37","800","0.01","2396","16819","2494","3495","20230405","3020","0.86","20230217","2828","5.87"
"1382","ホーブ","東証ST","水産・農林","20230412","1785","3","0.17","1782","1790","1790","1785","1788.5","800","0.1","1431","1360","1382","2182","20230314","2095","14.8","20230111","1664","7.27"
"1383","ベルグアース","東証ST","水産・農林","20230412","3350","-5","-0.15","3355","3355","3370","3350","3357.38","4200","0.27","14101","5228","2655","4055","20230403","3475","3.6","20230104","2886","16.08"
"1384","ホクリヨウ","東証ST","水産・農林","20230412","749","-5","-0.66","754","755","755","747","749.15","48200","0.57","36109","6336","604","904","20230213","972","22.94","20230104","702","6.7"
"1400","ルーデン・ホールディングス","東証GR","建設","20230412","122","-1","-0.81","123","122","124","120","122.22","28500","0.22","3483","1587","73","173","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20230412","480","-2","-0.41","482","474","482","474","478.24","5000","0.06","2391","3711","402","562","20230216","509","5.7","20230113","466","3"
"1407","ウエストホールディングス","東証ST","建設","20230412","2722","-65","-2.33","2787","2770","2789","2670","2732.08","616100","1.34","1683236","125287","2287","3290","20230113","4730","42.45","20230412","2670","1.95"
"1414","ショーボンドホールディングス","東証PR","建設","20230412","5340","30","0.56","5310","5330","5360","5320","5341.65","68500","0.12","365903","303019","4310","6310","20230201","5590","4.47","20230217","5170","3.29"
"1417","ミライト・ワン","東証PR","建設","20230412","1663","14","0.85","1649","1655","1675","1655","1664.92","245200","0.24","408239","171830","1249","2049","20230309","1742","4.54","20230213","1468","13.28"
"1418","インターライフホールディングス","東証ST","建設","20230412","182","10","5.81","172","177","205","175","191.82","2194800","10.97","421006","3642","122","222","20230412","205","11.22","20230316","159","14.47"
"1419","タマホーム","東証PR","建設","20230412","3475","-80","-2.25","3555","3580","3590","3475","3518.18","638800","2.17","2247412","102359","2855","4255","20230403","3775","7.95","20230110","2422","43.48"
