"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"1305","20231201","2522","2522","2512","2516.5","2517.5461","11380","28649675","2522","2522","2512","2514.5","2520.5","2521.5","2515","2516.5"
"1306","20231201","2494.5","2496","2485","2490","2490.6493","989470","2464422795","2494.5","2496","2485","2491.5","2493","2495","2486.5","2490"
"1308","20231201","2465","2465","2456","2459","2460.8817","101468","249700748","2465","2465","2456","2460","2463","2465","2457","2459"
"1309","20231201","38400","38400","37760","38270","37828.9163","203","7679270","38400","38400","37980","38000","38020","38360","37760","38270"
"1311","20231201","1202.5","1205","1194","1205","1199.0213","4920","5899185","1202.5","1202.5","1194","1197","1204.5","1205","1197.5","1205"
"1319","20231201","414.6","415","414.6","415","414.7333","6000","2488400","414.6","414.6","414.6","414.6","415","415","415","415"
"1320","20231201","34620","34640","34460","34500","34542.3876","15442","533403550","34620","34640","34460","34530","34570","34590","34490","34500"
"1321","20231201","34780","34780","34580","34640","34667.2951","201900","6999326880","34780","34780","34580","34660","34700","34710","34620","34640"
"1322","20231201","7487","7499","7336","7351","7369.375","480","3537300","7487","7499","7336","7353","7351","7361","7350","7351"
"1324","20231201","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1325","20231201","244.8","244.8","240.3","243.6","243.0736","12500","3038420","244.8","244.8","240.3","241.4","243.7","243.7","243.2","243.6"
"1326","20231201","27975","28030","27950","28025","27993.5667","2257","63181480","27975","28000","27950","27975","27985","28030","27985","28025"
"1328","20231201","7434","7458","7428","7447","7442.192","6720","50011530","7434","7449","7428","7440","7441","7458","7441","7447"
"1329","20231201","34950","34950","34760","34800","34837.2098","20608","717925220","34950","34950","34760","34780","34860","34880","34790","34800"
"1330","20231201","34800","34810","34620","34680","34713.2798","7912","274651470","34800","34810","34620","34680","34730","34750","34660","34680"
"1343","20231201","1972","1975.5","1947.5","1948.5","1957.5217","529510","1036527325","1972","1975.5","1955","1955.5","1956","1965.5","1947.5","1948.5"
"1345","20231201","1863.5","1863.5","1836","1836.5","1844.783","205800","379656350","1863.5","1863.5","1845","1845","1844.5","1852","1836","1836.5"
"1346","20231201","34880","34880","34690","34720","34777.8437","10068","350143330","34880","34880","34690","34770","34790","34810","34710","34720"
"1348","20231201","2490","2491.5","2482","2485","2486.9995","28150","70009035","2490","2491.5","2482","2486.5","2490","2490.5","2484.5","2485"
"1349","20231201","16065","16065","15800","15800","15999.4186","43","687975","16065","16065","15865","15865","15800","15800","15800","15800"
"1356","20231201","537","541","536.5","538.8","538.8138","612940","330260557","537","541","536.5","538.4","537.6","540.6","537","538.8"
"1357","20231201","210","212","209","211","210.7396","26346964","5552349954","210","212","209","211","210","212","210","211"
"1358","20231201","39480","39480","39080","39130","39234.8214","7475","293280290","39480","39480","39080","39230","39310","39330","39130","39130"
"1360","20231201","511.9","517.8","511.9","516.6","515.268","10730900","5529289888","511.9","517.8","511.9","515.4","514","516.7","513.7","516.6"
"1364","20231201","22120","22170","22100","22150","22156.4829","381","8441620","22120","22170","22100","22100","22165","22165","22150","22150"
"1365","20231201","32800","32800","32430","32520","32644.8331","21955","716717310","32800","32800","32430","32590","32660","32690","32510","32520"
"1366","20231201","545","551","544","550","547.6238","688304","376931654","545","551","544","549","546","550","546","550"
"1367","20231201","28740","28780","28550","28635","28691.6889","4275","122656970","28740","28755","28550","28700","28730","28780","28595","28635"
"1368","20231201","780","785","778","782","781.0127","45941","35880504","780","785","779","782","780","784","778","782"
"1369","20231201","33830","33830","33690","33770","33742.2263","1626","54864860","33830","33830","33690","33690","33730","33770","33700","33770"
"1397","20231201","33910","33910","33740","33770","33816.3347","5915","200023620","33910","33910","33740","33740","33820","33820","33770","33770"
"1398","20231201","1890","1890","1863.5","1863.5","1876.3112","219290","411456290","1890","1890","1872","1872.5","1872.5","1879.5","1863.5","1863.5"
"1399","20231201","1986.5","1996","1970","1977.5","1977.8003","6410","12677700","1986.5","1986.5","1970","1979","1981","1996","1975.5","1977.5"
"1456","20231201","3180","3200","3180","3195","3192.067","2148","6856560","3180","3200","3180","3200","3195","3195","3190","3195"
"1457","20231201","3730","3740","3730","3730","3730.3584","851","3174535","3730","3740","3730","3735","3730","3730","3730","3730"
"1458","20231201","24985","24990","24720","24800","24842.2561","289230","7185125745","24985","24990","24720","24830","24890","24920","24775","24800"
"1459","20231201","843","853","843","851","848.9778","7881418","6691148971","843","853","843","850","848","852","846","851"
"1464","20231201","22830","22935","22830","22935","22873.4615","13","297355","22830","22875","22830","22875","22905","22935","22905","22935"
"1465","20231201","3630","3630","3630","3630","3630","1","3630","3630","3630","3630","3630","-","-","-","-"
"1466","20231201","1001","1007","989","1007","994.0852","446","443362","1001","1001","1001","1001","1004","1007","989","1007"
"1469","20231201","984","987.9","976.5","976.5","982.1208","1060","1041048","984","987.9","977","977","977.1","977.1","976.5","976.5"
"1472","20231201","402","402","401","402","401.7333","15","6026","402","402","402","402","401","402","401","402"
"1473","20231201","2434","2440.5","2434","2440.5","2436.0416","17790","43337180","2434","2435.5","2434","2435.5","2438","2440.5","2438","2440.5"
"1474","20231201","21910","21910","21885","21885","21905.8333","48","1051480","21910","21910","21905","21910","21910","21910","21885","21885"
"1475","20231201","2466","2466","2456","2461","2461.4732","212356","522708609","2466","2466","2456","2462","2464","2466","2457","2461"
"1476","20231201","1893","1893","1867","1867","1882.4369","365558","688139866","1893","1893","1874","1876","1876","1884","1867","1867"
"1477","20231201","2320","2321","2314","2317","2318.3378","74","171557","2320","2321","2314","2314","2317","2317","2317","2317"
"1478","20231201","3195","3195","3175","3180","3187.0506","13189","42034010","3195","3195","3175","3190","3195","3195","3180","3180"
"1479","20231201","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20231201","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20231201","2468","2468","2459","2459","2463","7","17241","2468","2468","2459","2459","2463","2463","2459","2459"
"1482","20231201","1758","1761","1755","1756","1757.3593","300540","528156749","1758","1761","1755","1756","1756","1758","1755","1756"
"1483","20231201","2511","2511","2461","2461","2497.6667","15","37465","2511","2511","2461","2461","2461","2461","2461","2461"
"1484","20231201","2426","2431.5","2422","2427","2426.9291","5220","12668570","2426","2428.5","2422.5","2425","2422","2431.5","2422","2427"
"1485","20231201","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","20231201","22975","23010","22885","22965","22949.8363","22261","510886305","22975","23010","22885","22900","22910","22975","22910","22965"
"1487","20231201","13565","13570","13525","13560","13530.7805","14299","193476630","13565","13570","13530","13535","13535","13560","13525","13560"
"1488","20231201","1887","1892","1864","1865.5","1874.1316","159100","298174335","1887","1892","1871","1871","1874.5","1880.5","1864","1865.5"
"1489","20231201","58550","58770","58360","58660","58638.8821","34161","2003162850","58550","58770","58360","58670","58610","58750","58540","58660"
"1490","20231201","7740","7884","7740","7879","7878.3519","5570","43882420","7740","7884","7740","7884","7883","7884","7879","7879"
"1492","20231201","17555","17575","17510","17575","17554.1667","6","105325","17555","17555","17510","17555","17575","17575","17575","17575"
"1493","20231201","17500","17515","17485","17485","17512.6351","222","3887805","17500","17500","17500","17500","17515","17515","17485","17485"
"1494","20231201","27000","27000","26800","26925","26860.0855","1521","40854190","27000","27000","26800","26840","26950","26950","26820","26925"
"1495","20231201","10105","10170","10100","10100","10131.6667","90","911850","10105","10170","10105","10170","10165","10165","10100","10100"
"1496","20231201","1879","1879","1867","1872","1872.2807","46572","87195855","1879","1879","1868","1871","1870","1873","1867","1872"
"1497","20231201","1879","1881","1873","1876","1877.2408","37784","70929668","1879","1881","1873","1878","1880","1880","1874","1876"
"1498","20231201","18765","18765","18755","18760","18761.7722","79","1482180","18765","18765","18765","18765","18755","18760","18755","18760"
"1499","20231201","9537","9720","9400","9600","9549.4286","392","3743376","9537","9720","9500","9720","9488","9686","9400","9600"
"1540","20231201","9170","9183","9166","9182","9174.2537","71178","653005030","9170","9180","9166","9174","9176","9183","9172","9182"
"1541","20231201","4045","4045","4030","4035","4039.8331","9646","38968230","4045","4045","4030","4035","4035","4045","4030","4035"
"1542","20231201","10695","10705","10640","10670","10678.7955","4537","48449695","10695","10705","10640","10690","10690","10695","10665","10670"
"1543","20231201","45710","45720","45500","45600","45614.4203","276","12589580","45710","45720","45550","45590","45590","45720","45500","45600"
"1545","20231201","23875","23880","23805","23865","23861.9543","30474","727169195","23875","23875","23805","23825","23875","23880","23850","23865"
"1546","20231201","51840","51950","51750","51890","51868.0348","3277","169971550","51840","51860","51750","51810","51890","51950","51880","51890"
"1547","20231201","7403","7409","7382","7405","7400.9672","28020","207375100","7403","7403","7382","7391","7403","7409","7400","7405"
"1550","20231201","4655","4672","4646","4660","4654.9452","7300","33981100","4655","4661","4646","4651","4658","4672","4658","4660"
"1551","20231201","4850","4850","4810","4840","4842.6667","420","2033920","4850","4850","4825","4825","4810","4840","4810","4840"
"1552","20231201","465","467","463","465","465.2409","1515132","704901351","465","467","464","464","464","467","463","465"
"1554","20231201","3875","3877","3862","3872","3872.1395","2580","9990120","3875","3877","3862","3862","3869","3874","3868","3872"
"1555","20231201","1756","1764","1748","1758","1756.2472","4510","7920675","1756","1764","1748","1752","1755","1761","1752.5","1758"
"1557","20231201","67500","67590","67350","67580","67475.6889","2141","144465450","67500","67510","67350","67410","67520","67590","67500","67580"
"1559","20231201","3325","3330","3325","3330","3325.3012","83","276000","3325","3330","3325","3325","3325","3330","3325","3330"
"1560","20231201","4500","4500","4475","4480","4487.6316","57","255795","4500","4500","4475","4475","4475","4480","4475","4480"
"1563","20231201","2560","2560","2496","2496","2518.9941","208629","525535219","2560","2560","2507","2509","2505","2514","2496","2496"
"1566","20231201","48570","48800","48570","48700","48743.2847","137","6677830","48570","48790","48570","48700","48800","48800","48700","48700"
"1568","20231201","37080","37140","36830","36940","36984.2606","55650","2058174100","37080","37140","36830","37000","37080","37120","36860","36940"
"1569","20231201","1561","1566.5","1560.5","1562.5","1562.8082","64320","100519825","1561","1566.5","1561","1563","1561.5","1564","1560.5","1562.5"
"1570","20231201","21240","21250","21020","21085","21122.267","4187692","88453548630","21240","21250","21020","21105","21160","21185","21065","21085"
"1571","20231201","743","748","743","746","745.6485","1597346","1191058694","743","748","743","746","745","747","744","746"
"1572","20231201","3810","3848","3760","3770","3796.4955","12170","46203350","3810","3848","3780","3780","3834","3834","3760","3770"
"1573","20231201","12640","12800","12605","12725","12675.9444","900","11408350","12640","12700","12605","12700","12625","12800","12625","12725"
"1577","20231201","32480","32530","32380","32410","32455.7212","2073","67280710","32480","32530","32380","32440","32400","32510","32400","32410"
"1578","20231201","2693","2693","2679","2680","2685.8244","894","2401127","2693","2693","2679","2679","2685","2685","2680","2680"
"1579","20231201","22710","22710","22460","22515","22573.0421","382230","8628093900","22710","22710","22460","22550","22620","22640","22510","22515"
"1580","20231201","1973","1983.5","1973","1980.5","1978.39","57610","113975050","1973","1983.5","1973","1980.5","1977.5","1982.5","1977","1980.5"
"1585","20231201","1671","1683","1671","1680","1679.6684","950","1595685","1671","1683","1671","1680","1680.5","1680.5","1680","1680"
"1586","20231201","1940","1947","1938","1947","1940.5556","9","17465","1940","1940","1938","1938","1947","1947","1947","1947"
"1591","20231201","21615","21630","21550","21605","21565.2087","1174","25317555","21615","21630","21550","21590","21595","21625","21575","21605"
"1592","20231201","1994","1994","1988","1994","1991.4973","2554","5086284","1994","1994","1988","1990","1991","1994","1988","1994"
"1593","20231201","22280","22300","22230","22235","22255.5412","1552","34540600","22280","22280","22230","22240","22275","22300","22235","22235"
"1595","20231201","1875","1875","1851","1852","1856.171","90950","168818750","1875","1875","1857","1857","1857","1865","1851","1852"
"1596","20231201","2000","2000","2000","2000","2000","180","360000","-","-","-","-","2000","2000","2000","2000"
"1597","20231201","1889.5","1892","1866","1869.5","1874.8231","209400","392587955","1889.5","1892","1873","1875.5","1876","1882","1866","1869.5"
"1599","20231201","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
