"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230810","2","27000","-9230","22740","-1170","1.19","15070","-9090","21240","-1170","11930","-140","1500","-"
"1306","20230810","2","487190","-97520","508490","26530","0.96","307930","-111420","376780","52060","179260","13900","131710","-25530"
"1308","20230810","2","123735","-3127","85294","4643","1.45","106235","-3027","85294","4643","17500","-100","-","-"
"1309","20230810","2","1535","24","-","-","-","410","24","-","-","1125","-","-","-"
"1311","20230810","2","10030","260","1310","-","7.66","8040","370","1310","-","1990","-110","-","-"
"1319","20230810","2","82000","-","-","-","-","-","-","-","-","82000","-","-","-"
"1320","20230810","2","26834","-5497","24082","1276","1.11","18561","-4085","22013","1276","8273","-1412","2069","-"
"1321","20230810","2","174972","-12941","239584","4103","0.73","137188","-11886","220266","4103","37784","-1055","19318","-"
"1322","20230810","2","3050","-30","-","-","-","720","-30","-","-","2330","-","-","-"
"1324","20230810","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230810","2","219100","-2600","7100","1600","30.86","76900","-2300","7100","1600","142200","-300","-","-"
"1326","20230810","2","1142","14","123","-20","9.28","730","14","123","-20","412","-","-","-"
"1328","20230810","2","16730","550","7400","-","2.26","8600","230","7400","-","8130","320","-","-"
"1329","20230810","2","11859","2591","7035","7","1.69","7883","2490","7035","7","3976","101","-","-"
"1330","20230810","2","33890","-901","34514","812","0.98","30354","-939","34514","812","3536","38","-","-"
"1343","20230810","2","236500","7110","31770","-3020","7.44","86500","7540","31670","-3020","150000","-430","100","-"
"1345","20230810","2","23100","-6400","7700","4800","3","10100","-1300","7600","4800","13000","-5100","100","-"
"1346","20230810","2","9762","-290","5829","-637","1.67","6963","-130","5829","-637","2799","-160","-","-"
