"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20231020","2","25780","-2470","20310","-5370","1.27","22680","-1830","18810","-5370","3100","-640","1500","-"
"1306","20231020","2","589030","41050","398340","-31480","1.48","396550","36890","304520","-31330","192480","4160","93820","-150"
"1308","20231020","2","182704","10866","30470","-8873","6","127183","10767","30470","-8873","55521","99","-","-"
"1309","20231020","2","1496","-19","-","-","-","354","-18","-","-","1142","-1","-","-"
"1311","20231020","2","8170","1500","260","-40","31.42","6910","1500","260","-40","1260","-","-","-"
"1319","20231020","2","78000","-","-","-","-","1000","-","-","-","77000","-","-","-"
"1320","20231020","2","23791","-11221","12014","-6267","1.98","16675","-11467","9947","-6267","7116","246","2067","-"
"1321","20231020","2","179213","21536","102033","823","1.76","130179","21136","99783","824","49034","400","2250","-1"
"1322","20231020","2","2770","140","-","-","-","560","20","-","-","2210","120","-","-"
"1324","20231020","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20231020","2","231300","-9800","5000","-800","46.26","98900","-4100","5000","-800","132400","-5700","-","-"
"1326","20231020","2","765","-299","99","37","7.73","542","-134","99","37","223","-165","-","-"
"1328","20231020","2","27900","4800","5710","2000","4.89","14680","2230","5710","2000","13220","2570","-","-"
"1329","20231020","2","10406","1361","3842","-1338","2.71","7652","950","3842","-1338","2754","411","-","-"
"1330","20231020","2","31799","3303","15004","-6438","2.12","26475","2656","15004","-6438","5324","647","-","-"
"1343","20231020","2","107180","19350","57080","3730","1.88","53040","17840","56980","3730","54140","1510","100","-"
"1345","20231020","2","41100","-3400","3500","-1400","11.74","11500","-400","3400","-1400","29600","-3000","100","-"
"1346","20231020","2","9375","1013","1905","-468","4.92","7464","754","1905","-468","1911","259","-","-"
"1348","20231020","2","18380","-2130","5270","-1060","3.49","15190","-1570","5270","-1060","3190","-560","-","-"
"1349","20231020","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1356","20231020","2","1033010","-13850","273930","14220","3.77","632270","-65090","273930","14220","400740","51240","-","-"
"1357","20231020","2","72459591","-11334195","13729774","1900335","5.28","40820030","-6124942","13729774","1900335","31639561","-5209253","-","-"
"1358","20231020","2","19531","6497","5346","-2162","3.65","13970","5397","5346","-2162","5561","1100","-","-"
"1360","20231020","2","10461080","-2508860","2023360","459290","5.17","5317330","-1921290","2023360","459290","5143750","-587570","-","-"
"1364","20231020","2","128","8","38","-","3.37","15","8","38","-","113","-","-","-"
"1365","20231020","2","37643","3768","4139","-720","9.09","15785","3244","4139","-720","21858","524","-","-"
"1366","20231020","2","719562","-203025","76237","37266","9.44","292683","-174068","76237","37266","426879","-28957","-","-"
"1367","20231020","2","8588","956","2043","18","4.2","4105","313","2043","18","4483","643","-","-"
"1368","20231020","2","89124","-9275","5032","801","17.71","19596","-4408","5032","801","69528","-4867","-","-"
"1369","20231020","2","816","45","163","-65","5.01","771","45","163","-65","45","-","-","-"
"1397","20231020","2","32","26","44","10","0.73","32","26","44","10","-","-","-","-"
"1398","20231020","2","1940","-60","-","-","-","60","-","-","-","1880","-60","-","-"
"1399","20231020","2","3230","-","-","-","-","-","-","-","-","3230","-","-","-"
"1456","20231020","2","90498","-3619","-","-","-","82637","-6230","-","-","7861","2611","-","-"
"1457","20231020","2","6149","202","-","-","-","655","-143","-","-","5494","345","-","-"
"1458","20231020","2","162236","45218","30280","-6501","5.36","112737","30860","30280","-6430","49499","14358","-","-71"
"1459","20231020","2","4600074","-1082984","975611","472166","4.72","3189095","-859125","975611","472166","1410979","-223859","-","-"
"1464","20231020","2","827","-","42","-4","19.69","117","-","42","-4","710","-","-","-"
"1465","20231020","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","20231020","2","1087","-21","331","240","3.28","887","498","331","240","200","-519","-","-"
"1469","20231020","2","16650","-1580","7230","2360","2.3","11840","-2000","7230","2360","4810","420","-","-"
"1472","20231020","2","2015","447","392","41","5.14","619","5","392","41","1396","442","-","-"
"1473","20231020","2","40","-","-","-","-","40","-","-","-","-","-","-","-"
"1474","20231020","2","100","-","-","-","-","-","-","-","-","100","-","-","-"
"1475","20231020","2","396633","-8314","48740","37149","8.14","381921","-6321","47737","40151","14712","-1993","1003","-3002"
"1476","20231020","2","3882","-3070","626","357","6.2","1722","-3360","626","357","2160","290","-","-"
"1477","20231020","2","136","30","-","-","-","136","30","-","-","-","-","-","-"
"1478","20231020","2","13816","2691","957","220","14.44","4851","2111","957","220","8965","580","-","-"
"1479","20231020","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20231020","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20231020","2","55","-50","43","-6","1.28","55","-50","43","-6","-","-","-","-"
"1482","20231020","2","179814","20738","2122","922","84.74","98966","10527","2122","922","80848","10211","-","-"
"1483","20231020","2","1","-1","-","-","-","1","-1","-","-","-","-","-","-"
"1484","20231020","2","50","-","-","-","-","50","-","-","-","-","-","-","-"
"1485","20231020","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","20231020","2","3944","-3","-","-","-","2676","67","-","-","1268","-70","-","-"
"1487","20231020","2","9981","595","185","40","53.95","4358","435","185","40","5623","160","-","-"
"1488","20231020","2","9600","-3160","2670","310","3.6","610","-3510","2670","310","8990","350","-","-"
"1489","20231020","2","58984","1555","1927","-358","30.61","25075","-1350","1927","-358","33909","2905","-","-"
"1490","20231020","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20231020","2","104","9","77","14","1.35","67","9","77","14","37","-","-","-"
"1493","20231020","2","6","-51","9","-","0.67","6","-51","9","-","-","-","-","-"
"1494","20231020","2","751","-12","-","-4","-","239","-22","-","-4","512","10","-","-"
"1495","20231020","2","1290","170","380","20","3.39","1050","150","380","20","240","20","-","-"
"1496","20231020","2","56727","5108","1350","114","42.02","33829","4708","1350","114","22898","400","-","-"
"1497","20231020","2","137034","-8840","705","110","194.37","40394","-6885","705","110","96640","-1955","-","-"
"1498","20231020","2","-","-3","-","-","-","-","-3","-","-","-","-","-","-"
"1499","20231020","2","363","-539","-","-","-","323","-564","-","-","40","25","-","-"
"1540","20231020","2","277653","36146","16317","6991","17.02","99107","27589","16317","6991","178546","8557","-","-"
"1541","20231020","2","112612","15549","2141","391","52.6","47866","12750","2141","391","64746","2799","-","-"
