"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230929","2","33900","270","24330","440","1.39","21060","1010","22830","440","12840","-740","1500","-"
"1306","20230929","2","545300","73710","556020","12270","0.98","384040","71230","433880","12170","161260","2480","122140","100"
"1308","20230929","2","150538","31218","38257","-8803","3.93","94647","9635","38257","-8803","55891","21583","-","-"
"1309","20230929","2","1443","-68","-","-","-","302","-47","-","-","1141","-21","-","-"
"1311","20230929","2","13270","1190","300","-990","44.23","11500","1160","300","-990","1770","30","-","-"
"1319","20230929","2","85000","2000","-","-","-","1000","1000","-","-","84000","1000","-","-"
"1320","20230929","2","27327","2811","20836","-687","1.31","18788","910","18767","-687","8539","1901","2069","-"
"1321","20230929","2","221247","44738","202053","-13159","1.09","172935","37676","182735","-13088","48312","7062","19318","-71"
"1322","20230929","2","2690","-660","-","-","-","600","-250","-","-","2090","-410","-","-"
"1324","20230929","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230929","2","236300","23900","2300","900","102.74","101500","22000","2300","900","134800","1900","-","-"
"1326","20230929","2","1032","-196","152","-58","6.79","680","-196","152","-58","352","-","-","-"
"1328","20230929","2","16900","3350","7420","-4990","2.28","9210","2820","7420","-4990","7690","530","-","-"
"1329","20230929","2","12015","3232","7586","1379","1.58","9442","3016","7586","1379","2573","216","-","-"
"1330","20230929","2","27840","2273","23497","-3946","1.18","24231","1426","23497","-3946","3609","847","-","-"
"1343","20230929","2","155100","-1080","79000","21080","1.96","56100","-2080","78900","21300","99000","1000","100","-220"
"1345","20230929","2","46800","600","4300","-","10.88","12100","1700","4200","-","34700","-1100","100","-"
"1346","20230929","2","9154","1569","4474","-547","2.05","7393","1232","4474","-547","1761","337","-","-"
"1348","20230929","2","15870","90","8330","-","1.91","14520","20","8330","-","1350","70","-","-"
"1349","20230929","2","1","-9","-","-","-","1","-9","-","-","-","-","-","-"
"1356","20230929","2","961220","48640","225180","15570","4.27","552410","-5970","225180","15570","408810","54610","-","-"
"1357","20230929","2","94160627","-13636739","12011974","1564706","7.84","56414427","-11828430","12011974","1579710","37746200","-1808309","-","-15004"
"1358","20230929","2","14507","3016","8105","-1751","1.79","9714","1939","8105","-1751","4793","1077","-","-"
"1360","20230929","2","11898610","-2089780","2071580","365260","5.74","6265400","-1611760","2071570","365250","5633210","-478020","10","10"
"1364","20230929","2","140","-90","73","-","1.92","28","-","73","-","112","-90","-","-"
"1365","20230929","2","37612","7554","5287","-1815","7.11","14361","4789","5287","-1815","23251","2765","-","-"
"1366","20230929","2","920844","-42618","114357","-68447","8.05","627849","-40594","114357","-68447","292995","-2024","-","-"
"1367","20230929","2","6389","2297","3718","-50","1.72","3142","1398","3718","-50","3247","899","-","-"
"1368","20230929","2","80861","-11102","8539","4228","9.47","29402","-6603","8539","4228","51459","-4499","-","-"
"1369","20230929","2","886","56","1922","131","0.46","831","46","1922","131","55","10","-","-"
"1397","20230929","2","-","-2","33","-","-","-","-2","33","-","-","-","-","-"
"1398","20230929","2","2230","-50","-","-","-","150","-","-","-","2080","-50","-","-"
"1399","20230929","2","3300","40","-","-","-","70","30","-","-","3230","10","-","-"
"1456","20230929","2","101633","-1737","-","-","-","95925","-1391","-","-","5708","-346","-","-"
"1457","20230929","2","4506","-257","16","-6","281.62","1004","-141","16","-6","3502","-116","-","-"
"1458","20230929","2","143383","43716","49829","-7266","2.88","101256","31132","49829","-7266","42127","12584","-","-"
"1459","20230929","2","5937274","-1264871","718561","180175","8.26","4125020","-1037103","718561","180175","1812254","-227768","-","-"
"1464","20230929","2","796","1","49","-21","16.24","86","1","49","-21","710","-","-","-"
"1465","20230929","2","-","-2","-","-","-","-","-2","-","-","-","-","-","-"
"1466","20230929","2","2528","38","20","20","126.4","326","-62","20","20","2202","100","-","-"
"1469","20230929","2","23540","-1280","2060","750","11.43","19890","-1280","2060","750","3650","-","-","-"
"1472","20230929","2","2185","127","-","-","-","1014","100","-","-","1171","27","-","-"
"1473","20230929","2","50","10","10","-500","5","50","10","10","-500","-","-","-","-"
"1474","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1475","20230929","2","24197","-2452","13707","2430","1.77","11402","522","12702","2430","12795","-2974","1005","-"
"1476","20230929","2","16837","-389","790","-1","21.31","14468","-392","790","-1","2369","3","-","-"
"1477","20230929","2","46","28","-","-","-","46","28","-","-","-","-","-","-"
"1478","20230929","2","14448","-5871","1707","199","8.46","6030","-6969","1707","199","8418","1098","-","-"
"1479","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20230929","2","86","20","62","-1","1.39","86","20","62","-1","-","-","-","-"
"1482","20230929","2","131584","-5241","817","116","161.06","61393","-6767","817","116","70191","1526","-","-"
"1483","20230929","2","2","-","-","-","-","2","-","-","-","-","-","-","-"
"1484","20230929","2","50","-","-","-","-","50","-","-","-","-","-","-","-"
"1485","20230929","2","-","-3","-","-","-","-","-3","-","-","-","-","-","-"
"1486","20230929","2","3948","-207","-","-","-","2455","-12","-","-","1493","-195","-","-"
"1487","20230929","2","11743","986","10","2","1174.3","4152","73","10","2","7591","913","-","-"
"1488","20230929","2","13720","-920","2190","-280","6.26","4910","-1160","2190","-280","8810","240","-","-"
"1489","20230929","2","51800","348","4333","1431","11.95","24288","-3172","4333","1431","27512","3520","-","-"
"1490","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20230929","2","106","5","92","1","1.15","47","7","92","1","59","-2","-","-"
"1493","20230929","2","70","2","64","-45","1.09","70","2","64","-45","-","-","-","-"
"1494","20230929","2","633","-24","35","4","18.09","293","16","35","4","340","-40","-","-"
"1495","20230929","2","1090","340","310","260","3.52","550","10","310","260","540","330","-","-"
"1496","20230929","2","44803","-4734","350","-31","128.01","27466","-4534","350","-31","17337","-200","-","-"
"1497","20230929","2","149128","-13393","690","-41","216.13","49168","-12633","690","-41","99960","-760","-","-"
"1498","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1499","20230929","2","901","67","-","-","-","900","282","-","-","1","-215","-","-"
"1540","20230929","2","206592","-16559","17295","2961","11.95","52781","-17005","17295","2961","153811","446","-","-"
"1541","20230929","2","99677","925","1959","-713","50.88","41840","2338","1959","-713","57837","-1413","-","-"
"1542","20230929","2","40611","753","1471","-186","27.61","14649","1469","1471","-186","25962","-716","-","-"
"1543","20230929","2","2313","-12","-","-","-","1241","-60","-","-","1072","48","-","-"
"1545","20230929","2","120889","-17267","54349","5733","2.22","52540","-1866","54349","5733","68349","-15401","-","-"
"1546","20230929","2","8358","1025","6439","-740","1.3","3974","739","6439","-740","4384","286","-","-"
"1547","20230929","2","99890","6350","72450","13620","1.38","27820","2500","72450","13620","72070","3850","-","-"
"1550","20230929","2","41200","-910","1440","-690","28.61","15220","-890","1440","-690","25980","-20","-","-"
"1551","20230929","2","710","-40","-","-","-","140","-40","-","-","570","-","-","-"
"1552","20230929","2","4957767","-505009","27550","14050","179.96","3445474","-375574","-","-","1512293","-129435","27550","14050"
"1554","20230929","2","16270","990","710","-450","22.92","3970","890","710","-450","12300","100","-","-"
"1555","20230929","2","4480","-2670","-","-","-","1490","-3800","-","-","2990","1130","-","-"
"1557","20230929","2","1965","-6","-","-","-","447","56","-","-","1518","-62","-","-"
"1559","20230929","2","2938","-48","26","1","113","556","-48","26","1","2382","-","-","-"
"1560","20230929","2","956","-477","11","3","86.91","664","23","11","3","292","-500","-","-"
"1563","20230929","2","210778","-6476","12295","-921","17.14","144139","-5341","12295","-921","66639","-1135","-","-"
"1566","20230929","2","794","-12","56","-67","14.18","172","12","56","-67","622","-24","-","-"
"1568","20230929","2","88240","19680","30420","-4700","2.9","76490","16200","30420","-4700","11750","3480","-","-"
"1569","20230929","2","183760","-15400","520","-70","353.38","60450","-3450","520","-70","123310","-11950","-","-"
"1570","20230929","2","3539733","670406","1508359","-436109","2.35","2671572","497750","1507887","-435627","868161","172656","472","-482"
"1571","20230929","2","2356005","-163743","9561","-14725","246.42","1400107","-137952","9561","-14725","955898","-25791","-","-"
"1572","20230929","2","77410","6040","-","-","-","14330","2600","-","-","63080","3440","-","-"
"1573","20230929","2","18620","780","900","10","20.69","12010","470","900","10","6610","310","-","-"
"1577","20230929","2","10676","994","132","-","80.88","6566","606","132","-","4110","388","-","-"
"1578","20230929","2","8711","1489","6483","4707","1.34","6844","875","6483","4707","1867","614","-","-"
"1579","20230929","2","304640","67090","118130","-21110","2.58","245510","46200","118130","-21110","59130","20890","-","-"
"1580","20230929","2","343500","-51440","5770","1720","59.53","120000","-13090","5770","1720","223500","-38350","-","-"
"1585","20230929","2","1650","20","-","-","-","1580","10","-","-","70","10","-","-"
"1586","20230929","2","16","-21","4","-13","4","15","-21","4","-13","1","-","-","-"
"1591","20230929","2","3671","369","130","-240","28.24","245","65","130","-240","3426","304","-","-"
"1592","20230929","2","1102","714","601","-","1.83","1098","714","601","-","4","-","-","-"
"1593","20230929","2","1178","108","742","-300","1.59","1174","104","742","-300","4","4","-","-"
"1595","20230929","2","4170","330","-","-","-","830","310","-","-","3340","20","-","-"
"1596","20230929","2","10","-","-","-","-","10","-","-","-","-","-","-","-"
"1597","20230929","2","15440","200","310","220","49.81","1840","150","310","220","13600","50","-","-"
"1599","20230929","2","20","-","-","-","-","-","-","-","-","20","-","-","-"
"1615","20230929","2","2749300","-85200","637700","86600","4.31","1463200","-135200","637700","86600","1286100","50000","-","-"
"1617","20230929","2","175","-15","58","6","3.02","18","8","58","6","157","-23","-","-"
"1618","20230929","2","1257","-341","222","117","5.66","581","201","222","117","676","-542","-","-"
"1619","20230929","2","165","-43","159","-121","1.04","49","-5","159","-121","116","-38","-","-"
"1620","20230929","2","214","52","2","-30","107","151","53","2","-30","63","-1","-","-"
"1621","20230929","2","123","-11","118","2","1.04","69","-5","118","2","54","-6","-","-"
"1622","20230929","2","549","87","272","188","2.02","131","-89","272","188","418","176","-","-"
"1623","20230929","2","1286","-38","103","-31","12.49","768","-63","103","-31","518","25","-","-"
"1624","20230929","2","44","2","35","8","1.26","27","3","35","8","17","-1","-","-"
"1625","20230929","2","102","-14","-","-1","-","75","-17","-","-1","27","3","-","-"
"1626","20230929","2","76","1","37","-","2.05","13","2","37","-","63","-1","-","-"
"1627","20230929","2","3863","-680","363","96","10.64","1641","1212","363","96","2222","-1892","-","-"
"1628","20230929","2","1893","259","115","-33","16.46","1720","246","115","-33","173","13","-","-"
"1629","20230929","2","589","-61","108","7","5.45","381","-72","108","7","208","11","-","-"
"1630","20230929","2","44","-33","-","-","-","10","7","-","-","34","-40","-","-"
"1631","20230929","2","7298","331","918","218","7.95","3922","186","918","218","3376","145","-","-"
"1632","20230929","2","729","-223","189","1","3.86","148","-245","189","1","581","22","-","-"
"1633","20230929","2","153","-14","121","43","1.26","58","13","121","43","95","-27","-","-"
"1651","20230929","2","14120","-540","440","190","32.09","5430","3930","440","190","8690","-4470","-","-"
"1652","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1653","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1654","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1655","20230929","2","3142370","273930","514710","88200","6.11","1350060","48900","514710","88200","1792310","225030","-","-"
"1656","20230929","2","106390","46790","8130","-80","13.09","82200","46650","8130","-80","24190","140","-","-"
"1657","20230929","2","638","-51","-","-","-","413","-103","-","-","225","52","-","-"
"1658","20230929","2","10709","-1437","1328","120","8.06","2658","-1439","1328","120","8051","2","-","-"
"1659","20230929","2","20967","2102","5209","-52","4.03","7088","1674","5209","-52","13879","428","-","-"
"1660","20230929","2","2161","85","3","-","720.33","433","25","3","-","1728","60","-","-"
"1671","20230929","2","316596","-61731","311063","-17348","1.02","265950","-63797","299363","-25548","50646","2066","11700","8200"
"1672","20230929","2","630","10","-","-","-","100","-","-","-","530","10","-","-"
"1673","20230929","2","60","-","-","-","-","60","-","-","-","-","-","-","-"
"1674","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1675","20230929","2","1","-","-","-","-","-","-","-","-","1","-","-","-"
"1676","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1677","20230929","2","390","-140","-","-","-","90","-140","-","-","300","-","-","-"
"1678","20230929","2","8012500","-24900","632400","24900","12.67","3794500","-35400","632400","24900","4218000","10500","-","-"
"1679","20230929","2","70","-100","660","-70","0.11","20","-100","660","-70","50","-","-","-"
"1680","20230929","2","8840","2430","700","190","12.63","5470","2310","700","190","3370","120","-","-"
"1681","20230929","2","8580","-370","380","20","22.58","3200","-700","380","20","5380","330","-","-"
"1682","20230929","2","54900","500","500","400","109.8","18400","-100","500","400","36500","600","-","-"
"1684","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1685","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1686","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1687","20230929","2","100","-","-","-","-","-","-","-","-","100","-","-","-"
"1688","20230929","2","10920","-","-","-","-","9720","-","-","-","1200","-","-","-"
"1689","20230929","2","50198600","307300","-","-","-","9331600","220700","-","-","40867000","86600","-","-"
"1690","20230929","2","1200","800","-","-","-","800","800","-","-","400","-","-","-"
"1691","20230929","2","10","-","-","-","-","-","-","-","-","10","-","-","-"
"1692","20230929","2","900","-","-","-","-","100","-","-","-","800","-","-","-"
"1693","20230929","2","190","-","-","-","-","190","-","-","-","-","-","-","-"
"1694","20230929","2","1010","-60","-","-","-","-","-","-","-","1010","-60","-","-"
"1695","20230929","2","537700","40200","-","-","-","339200","52800","-","-","198500","-12600","-","-"
"1696","20230929","2","7000","-","-","-","-","3000","-","-","-","4000","-","-","-"
"1697","20230929","2","400","-","-","-","-","-","-400","-","-","400","400","-","-"
"1698","20230929","2","14530","8470","620","-80","23.44","10360","8170","620","-80","4170","300","-","-"
"1699","20230929","2","1264520","203920","1399850","11430","0.9","1000940","236370","1371350","-17070","263580","-32450","28500","28500"
"2031","20230929","1","14162","1621","-","-","-","7015","1258","-","-","7147","363","-","-"
"2032","20230929","1","2523","-201","-","-","-","1279","-152","-","-","1244","-49","-","-"
"2033","20230929","1","6","-","-","-","-","1","-","-","-","5","-","-","-"
"2034","20230929","1","10864","-267","-","-","-","4327","-115","-","-","6537","-152","-","-"
"2036","20230929","1","5038","839","-","-","-","1899","614","-","-","3139","225","-","-"
"2037","20230929","1","2559","-1413","-","-","-","607","-1103","-","-","1952","-310","-","-"
"2038","20230929","1","1286967","6580","-","-","-","848719","-1947","-","-","438248","8527","-","-"
"2039","20230929","1","981935","-2477","200","200","4909.68","421234","-19577","-","-","560701","17100","200","200"
"2040","20230929","1","17304","4977","-","-","-","11551","4684","-","-","5753","293","-","-"
"2041","20230929","1","87994","3726","-","-","-","37964","-1049","-","-","50030","4775","-","-"
"2042","20230929","1","19226","279","-","-","-","14117","279","-","-","5109","-","-","-"
"2043","20230929","1","136","-19","-","-","-","136","-19","-","-","-","-","-","-"
"2044","20230929","1","5700","49","-","-","-","1337","44","-","-","4363","5","-","-"
"2045","20230929","1","3","-3","-","-","-","-","-","-","-","3","-3","-","-"
"2046","20230929","1","16859","46","-","-","-","8235","36","-","-","8624","10","-","-"
"2047","20230929","1","2449","-50","-","-","-","343","-","-","-","2106","-50","-","-"
"2048","20230929","1","76","-18","-","-","-","55","2","-","-","21","-20","-","-"
"2050","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2065","20230929","1","21","-","-","-","-","21","-","-","-","-","-","-","-"
"2066","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2067","20230929","1","40","-","-","-","-","40","-","-","-","-","-","-","-"
"2068","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2069","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2070","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2071","20230929","1","1","-","-","-","-","1","-","-","-","-","-","-","-"
"2072","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2073","20230929","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2080","20230929","2","2959127","-43772","110549","67756","26.77","2060793","192997","110549","67756","898334","-236769","-","-"
"2081","20230929","2","41990","3128","-","-","-","32100","173","-","-","9890","2955","-","-"
"2082","20230929","2","31747","1959","-","-","-","17265","-41","-","-","14482","2000","-","-"
"2083","20230929","2","52944","7632","404","352","131.05","27917","2394","404","352","25027","5238","-","-"
"2084","20230929","2","257201","26428","155","-138","1659.36","103971","-11239","155","-138","153230","37667","-","-"
"2085","20230929","2","589170","-256380","810","410","727.37","252720","-31750","810","410","336450","-224630","-","-"
"2086","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2087","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2088","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2089","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2090","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2091","20230929","2","50","50","-","-","-","-","-","-","-","50","50","-","-"
"2092","20230929","2","70","70","-","-","-","20","20","-","-","50","50","-","-"
"2235","20230929","2","2290","-10","-","-","-","1230","-40","-","-","1060","30","-","-"
"2236","20230929","2","79148","7076","-","-","-","18345","6121","-","-","60803","955","-","-"
"2237","20230929","2","1670","475","-","-","-","774","341","-","-","896","134","-","-"
"2238","20230929","2","5446","-1279","-","-","-","4878","-962","-","-","568","-317","-","-"
"2239","20230929","2","1390","320","-","-","-","710","210","-","-","680","110","-","-"
"2240","20230929","2","240","-50","-","-","-","200","-","-","-","40","-50","-","-"
"2241","20230929","2","9230","4770","1020","-","9.05","3600","1000","1020","-","5630","3770","-","-"
"2242","20230929","2","6980","5420","1500","-","4.65","1580","60","1500","-","5400","5360","-","-"
"2243","20230929","2","86443","-3127","1378","-1416","62.73","49604","3038","1378","-1416","36839","-6165","-","-"
"2244","20230929","2","141141","13283","6502","424","21.71","27640","575","6502","424","113501","12708","-","-"
"2245","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2246","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2247","20230929","2","2482","-4","-","-","-","5","-","-","-","2477","-4","-","-"
"2248","20230929","2","53","45","-","-","-","33","30","-","-","20","15","-","-"
"2249","20230929","2","1644","332","-","-","-","1497","659","-","-","147","-327","-","-"
"2250","20230929","2","1000","-","-","-","-","-","-","-","-","1000","-","-","-"
"2251","20230929","2","2310","-20","-","-","-","1010","-20","-","-","1300","-","-","-"
"2252","20230929","2","3049","-9","-","-","-","3019","-9","-","-","30","-","-","-"
"2253","20230929","2","11414","-40","18","-","634.11","10308","46","18","-","1106","-86","-","-"
"2254","20230929","2","2786","2318","1637","786","1.7","2652","2318","1637","786","134","-","-","-"
"2510","20230929","2","8660","100","4980","-20","1.74","8510","100","4980","-20","150","-","-","-"
"2511","20230929","2","32850","-13140","-","-","-","8820","-13150","-","-","24030","10","-","-"
"2512","20230929","2","20790","-1320","-","-","-","20450","-370","-","-","340","-950","-","-"
"2513","20230929","2","44330","16060","350","-10","126.66","19340","16260","350","-10","24990","-200","-","-"
"2514","20230929","2","9550","-2080","-","-","-","670","120","-","-","8880","-2200","-","-"
"2515","20230929","2","13400","-12900","940","-140","14.26","1050","-14140","940","-140","12350","1240","-","-"
"2516","20230929","2","5115580","8510","1079750","-161190","4.74","3480600","62100","1079750","-161190","1634980","-53590","-","-"
"2517","20230929","2","1510","-50","-","-","-","690","-","-","-","820","-50","-","-"
"2518","20230929","2","1177","-741","1","-400","1177","401","-741","1","-400","776","-","-","-"
"2519","20230929","2","5500","140","-","-","-","510","140","-","-","4990","-","-","-"
"2520","20230929","2","44940","15220","550","10","81.71","32830","15720","550","10","12110","-500","-","-"
"2521","20230929","2","607460","126160","83220","29150","7.3","70530","-3110","83220","29150","536930","129270","-","-"
"2522","20230929","2","2050","5","1212","-2","1.69","1110","5","1212","-2","940","-","-","-"
"2523","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2524","20230929","2","-","-","110","-","-","-","-","110","-","-","-","-","-"
"2525","20230929","2","-","-","1","-","-","-","-","1","-","-","-","-","-"
"2526","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2527","20230929","2","220","-","-","-","-","220","-","-","-","-","-","-","-"
"2528","20230929","2","590","-","-","-","-","180","-","-","-","410","-","-","-"
"2529","20230929","2","53709","30315","-","-","-","46653","39112","-","-","7056","-8797","-","-"
"2530","20230929","2","20","-","-","-","-","-","-","-","-","20","-","-","-"
"2552","20230929","2","1242","6","6","6","207","1242","6","6","6","-","-","-","-"
"2553","20230929","2","210","-","-","-","-","10","-","-","-","200","-","-","-"
"2554","20230929","2","11580","1090","-","-","-","100","-10","-","-","11480","1100","-","-"
"2555","20230929","2","3110","890","100","-200","31.1","320","-60","100","-200","2790","950","-","-"
"2556","20230929","2","17970","-5780","250","-","71.88","420","-190","250","-","17550","-5590","-","-"
"2557","20230929","2","4410","-","2000","2000","2.21","410","-","2000","2000","4000","-","-","-"
"2558","20230929","2","61626","1281","12942","-583","4.76","15432","-846","12942","-583","46194","2127","-","-"
"2559","20230929","2","30776","1656","1055","82","29.17","9183","1229","1055","82","21593","427","-","-"
"2560","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2561","20230929","2","13534","-4","8941","251","1.51","12469","-4","8941","251","1065","-","-","-"
"2562","20230929","2","27750","3030","15780","680","1.76","11900","2900","15780","680","15850","130","-","-"
"2563","20230929","2","4257550","2205400","441270","65190","9.65","1634380","135830","441270","65190","2623170","2069570","-","-"
"2564","20230929","2","75031","11683","391","-86","191.9","4993","183","391","-86","70038","11500","-","-"
"2565","20230929","2","10101","2618","230","228","43.92","8557","2492","230","228","1544","126","-","-"
"2566","20230929","2","2490","20","400","-","6.22","180","20","400","-","2310","-","-","-"
"2567","20230929","2","1400","560","330","-130","4.24","1190","560","330","-130","210","-","-","-"
"2568","20230929","2","83680","-4970","17450","-7060","4.8","28200","5720","17430","-7080","55480","-10690","20","20"
"2569","20230929","2","201740","44490","-","-","-","92350","19280","-","-","109390","25210","-","-"
"2620","20230929","2","74590","1220","2200","1500","33.9","47160","840","2200","1500","27430","380","-","-"
"2621","20230929","2","3071600","18827","23880","19663","128.63","893113","-49591","23880","19663","2178487","68418","-","-"
"2622","20230929","2","3996","-144","-","-","-","217","-144","-","-","3779","-","-","-"
"2623","20230929","2","101","1","-","-","-","101","1","-","-","-","-","-","-"
"2624","20230929","2","7036","-44","360","-1500","19.54","3132","-1441","360","-1500","3904","1397","-","-"
"2625","20230929","2","7165","-835","6","-","1194.17","4016","-902","6","-","3149","67","-","-"
"2626","20230929","2","1756","-4","-","-","-","55","-4","-","-","1701","-","-","-"
"2627","20230929","2","287","-5","-","-","-","18","-5","-","-","269","-","-","-"
"2628","20230929","2","5193","-1288","431","-","12.05","2333","12","431","-","2860","-1300","-","-"
"2629","20230929","2","1372","432","121","-","11.34","472","432","121","-","900","-","-","-"
"2630","20230929","2","12415","633","2931","-2133","4.24","4575","235","2931","-2133","7840","398","-","-"
"2631","20230929","2","52875","3089","21822","-1611","2.42","19343","-789","21822","-1611","33532","3878","-","-"
"2632","20230929","2","23463","-602","12212","-1192","1.92","12827","-839","12212","-1192","10636","237","-","-"
"2633","20230929","2","100700","7580","14270","1370","7.06","21890","510","14270","1370","78810","7070","-","-"
"2634","20230929","2","270600","-6400","58850","14720","4.6","55260","-6850","58850","14720","215340","450","-","-"
"2635","20230929","2","720","-","-","-","-","-","-","-","-","720","-","-","-"
"2636","20230929","2","8","1","-","-","-","8","1","-","-","-","-","-","-"
"2637","20230929","2","1050","49","-","-","-","221","6","-","-","829","43","-","-"
"2638","20230929","2","4231","-387","288","-101","14.69","326","-487","288","-101","3905","100","-","-"
"2639","20230929","2","1150","152","3","3","383.33","173","148","3","3","977","4","-","-"
"2640","20230929","2","6959","116","25","2","278.36","4057","74","25","2","2902","42","-","-"
"2641","20230929","2","1015","-","10","-22","101.5","511","-","10","-22","504","-","-","-"
"2642","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2643","20230929","2","50","-","-","-","-","50","-","-","-","-","-","-","-"
"2644","20230929","2","101590","-4351","17215","7978","5.9","60448","1586","17215","7978","41142","-5937","-","-"
"2645","20230929","2","20746","47","31","-2","669.23","597","7","31","-2","20149","40","-","-"
"2646","20230929","2","49","2","-","-","-","5","2","-","-","44","-","-","-"
"2647","20230929","2","20","-","-","-","-","20","-","-","-","-","-","-","-"
"2648","20230929","2","30","10","-","-","-","30","10","-","-","-","-","-","-"
"2649","20230929","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2836","20230929","2","838","-40","500","-","1.68","837","-40","500","-","1","-","-","-"
"2837","20230929","2","10","-4","-","-","-","10","-4","-","-","-","-","-","-"
"2838","20230929","2","64","-","-","-","-","-","-","-","-","64","-","-","-"
"2839","20230929","2","483","67","-","-","-","269","67","-","-","214","-","-","-"
"2840","20230929","2","874","-14","437","-15","2","590","134","437","-15","284","-148","-","-"
"2841","20230929","2","7762","2480","3277","1577","2.37","4727","2766","3277","1577","3035","-286","-","-"
