"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230526","2","28370","6270","32280","3070","0.88","24530","7070","30780","3070","3840","-800","1500","-"
"1306","20230526","2","457140","117780","660630","26510","0.69","339760","87620","494750","18560","117380","30160","165880","7950"
"1308","20230526","2","3300","-1300","128200","13000","0.03","2800","-1300","128200","13000","500","-","-","-"
"1309","20230526","2","1830","249","-","-","-","593","63","-","-","1237","186","-","-"
"1311","20230526","2","8630","3790","780","-340","11.06","6600","3140","780","-340","2030","650","-","-"
"1319","20230526","2","68000","-1000","-","-","-","-","-","-","-","68000","-1000","-","-"
"1320","20230526","2","27791","4190","39200","-3854","0.71","24836","5724","37131","-3854","2955","-1534","2069","-"
"1321","20230526","2","270378","-3233","305800","-4300","0.88","261031","-2876","283748","-4190","9347","-357","22052","-110"
"1322","20230526","2","2900","70","-","-","-","680","20","-","-","2220","50","-","-"
"1324","20230526","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230526","2","186600","6600","21700","-2300","8.6","28400","14300","21700","-2300","158200","-7700","-","-"
"1326","20230526","2","1805","-55","121","-","14.92","1701","-52","121","-","104","-3","-","-"
"1328","20230526","2","26400","690","12400","-80","2.13","17090","-430","12400","-80","9310","1120","-","-"
"1329","20230526","2","3784","-22","10565","334","0.36","3074","-172","10565","334","710","150","-","-"
"1330","20230526","2","9330","-3430","61560","-2910","0.15","4670","-3630","61560","-2910","4660","200","-","-"
"1343","20230526","2","120150","39770","36410","-10410","3.3","55670","13990","36310","-10410","64480","25780","100","-"
"1345","20230526","2","32300","7000","5000","-","6.46","18100","7000","4900","-","14200","-","100","-"
"1346","20230526","2","3659","622","12861","-362","0.28","3112","535","12861","-362","547","87","-","-"
"1348","20230526","2","11570","650","6570","-2210","1.76","10870","560","6570","-2210","700","90","-","-"
"1349","20230526","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230526","2","1573260","149240","166950","17940","9.42","1177610","118260","166950","17940","395650","30980","-","-"
"1357","20230526","2","191818828","-1912458","7428924","-937803","25.82","131103854","441876","7428920","-937803","60714974","-2354334","4","-"
"1358","20230526","2","15798","1671","21742","-2484","0.73","14078","1894","21742","-2259","1720","-223","-","-225"
"1360","20230526","2","20475250","-999740","353150","-48970","57.98","13375280","-549090","353050","-48870","7099970","-450650","100","-100"
"1364","20230526","2","103","3","160","-67","0.64","7","3","160","-67","96","-","-","-"
"1365","20230526","2","20820","-1004","15657","-684","1.33","3504","-293","15657","-684","17316","-711","-","-"
"1366","20230526","2","1496449","-142626","18513","-257781","80.83","1159640","-130169","18513","-257781","336809","-12457","-","-"
"1367","20230526","2","1603","-530","3608","-553","0.44","1244","284","3608","-553","359","-814","-","-"
"1368","20230526","2","142783","7947","457","-37","312.44","87870","7720","457","-37","54913","227","-","-"
"1369","20230526","2","337","142","2703","1329","0.12","287","92","2703","1329","50","50","-","-"
"1385","20230526","2","804","-448","-","-","-","11","-433","-","-","793","-15","-","-"
"1386","20230526","2","268","42","-","-","-","72","39","-","-","196","3","-","-"
"1387","20230526","2","1","1","-","-","-","1","1","-","-","-","-","-","-"
"1388","20230526","2","12","11","-","-","-","11","11","-","-","1","-","-","-"
"1389","20230526","2","59","-74","-","-","-","27","-74","-","-","32","-","-","-"
"1390","20230526","2","303","-58","-","-","-","294","-58","-","-","9","-","-","-"
"1391","20230526","2","61","-174","-","-","-","-","-174","-","-","61","-","-","-"
"1392","20230526","2","143","-121","-","-","-","72","-121","-","-","71","-","-","-"
"1393","20230526","2","81","-112","-","-","-","5","-112","-","-","76","-","-","-"
"1394","20230526","2","11","7","-","-","-","6","6","-","-","5","1","-","-"
"1397","20230526","2","-","-","10","10","-","-","-","10","10","-","-","-","-"
"1398","20230526","2","2150","650","10","10","215","710","650","10","10","1440","-","-","-"
"1399","20230526","2","200","200","-","-","-","200","200","-","-","-","-","-","-"
"1456","20230526","2","124619","81721","11","-55","11329","116094","80949","11","-55","8525","772","-","-"
"1457","20230526","2","4077","13","28","6","145.61","1917","-35","28","6","2160","48","-","-"
"1458","20230526","2","85072","6599","133381","-11961","0.64","74274","10042","133381","-11961","10798","-3443","-","-"
"1459","20230526","2","11445866","75329","132743","21716","86.23","8055646","107141","132743","21716","3390220","-31812","-","-"
"1464","20230526","2","699","-10","72","-2","9.71","24","-","72","-2","675","-10","-","-"
"1465","20230526","2","66","-2","-","-","-","53","-","-","-","13","-2","-","-"
"1466","20230526","2","5522","-1050","106","40","52.09","1331","-1341","106","40","4191","291","-","-"
"1467","20230526","3","70","-110","-","-","-","50","-60","-","-","20","-50","-","-"
"1468","20230526","3","140","-","-","-","-","120","-","-","-","20","-","-","-"
"1469","20230526","2","18850","-140","230","-50","81.96","16200","-180","230","-50","2650","40","-","-"
"1472","20230526","2","4057","-556","1","-10","4057","2011","-336","1","-10","2046","-220","-","-"
"1473","20230526","2","950","250","10","10","95","950","250","10","10","-","-","-","-"
"1474","20230526","2","6","1","-","-","-","5","-","-","-","1","1","-","-"
"1475","20230526","2","12424","3821","11786","167","1.05","11605","3526","10778","167","819","295","1008","-"
"1476","20230526","2","9522","-1023","1087","1040","8.76","5595","-1043","1087","1040","3927","20","-","-"
"1477","20230526","2","176","-2","-","-","-","176","-2","-","-","-","-","-","-"
"1478","20230526","2","4352","1442","1121","4","3.88","1488","338","1121","4","2864","1104","-","-"
"1479","20230526","2","191","-","-","-","-","-","-","-","-","191","-","-","-"
"1480","20230526","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1481","20230526","2","56","-2","37","-34","1.51","56","-2","37","-34","-","-","-","-"
"1482","20230526","2","76576","11993","1097","292","69.8","39791","2662","1097","292","36785","9331","-","-"
"1483","20230526","2","9","-20","-","-","-","9","-20","-","-","-","-","-","-"
"1484","20230526","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1485","20230526","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","20230526","2","3934","952","-","-","-","3275","1002","-","-","659","-50","-","-"
"1487","20230526","2","4021","753","12","-59","335.08","812","163","12","-59","3209","590","-","-"
"1488","20230526","2","13870","2170","1330","-790","10.43","3310","2090","1330","-790","10560","80","-","-"
"1489","20230526","2","22998","2549","1696","-179","13.56","11080","867","1696","-179","11918","1682","-","-"
"1490","20230526","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
