"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230922","2","33630","3590","23890","2060","1.41","20050","3000","22390","2060","13580","590","1500","-"
"1306","20230922","2","471590","71170","543750","10810","0.87","312810","58960","421710","12270","158780","12210","122040","-1460"
"1308","20230922","2","119320","8283","47060","-9352","2.54","85012","8241","47060","-9352","34308","42","-","-"
"1309","20230922","2","1511","-13","-","-","-","349","27","-","-","1162","-40","-","-"
"1311","20230922","2","12080","3140","1290","-290","9.36","10340","3490","1290","-290","1740","-350","-","-"
"1319","20230922","2","83000","-","-","-","-","-","-","-","-","83000","-","-","-"
"1320","20230922","2","24516","3431","21523","-4901","1.14","17878","2088","19454","-4901","6638","1343","2069","-"
"1321","20230922","2","176509","-48123","215212","-38564","0.82","135259","-56743","195823","-38625","41250","8620","19389","61"
"1322","20230922","2","3350","10","-","-","-","850","-","-","-","2500","10","-","-"
"1324","20230922","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230922","2","212400","4900","1400","-600","151.71","79500","4800","1400","-600","132900","100","-","-"
"1326","20230922","2","1228","-698","210","3","5.85","876","-697","210","3","352","-1","-","-"
"1328","20230922","2","13550","-1870","12410","80","1.09","6390","-2300","12410","80","7160","430","-","-"
"1329","20230922","2","8783","995","6207","-3275","1.42","6426","717","6207","-3275","2357","278","-","-"
"1330","20230922","2","25567","8585","27443","-6686","0.93","22805","8440","27443","-6686","2762","145","-","-"
"1343","20230922","2","156180","-8210","57920","110","2.7","58180","-7880","57600","-110","98000","-330","320","220"
"1345","20230922","2","46200","400","4300","-4700","10.74","10400","800","4200","-4700","35800","-400","100","-"
"1346","20230922","2","7585","2261","5021","-1947","1.51","6161","2139","5021","-1947","1424","122","-","-"
"1348","20230922","2","15780","-530","8330","-1040","1.89","14500","-910","8330","-1040","1280","380","-","-"
"1349","20230922","2","10","-","-","-","-","10","-","-","-","-","-","-","-"
"1356","20230922","2","912580","-20440","209610","32050","4.35","558380","-28960","209610","32050","354200","8520","-","-"
"1357","20230922","2","107797366","-37346230","10447268","2036434","10.32","68242857","-19299863","10432264","2021434","39554509","-18046367","15004","15000"
"1358","20230922","2","11491","4197","9856","-3644","1.17","7775","3308","9856","-3644","3716","889","-","-"
"1360","20230922","2","13988390","-3258140","1706320","552450","8.2","7877160","-2600870","1706320","552450","6111230","-657270","-","-"
"1364","20230922","2","230","63","73","-30","3.15","28","-37","73","-30","202","100","-","-"
"1365","20230922","2","30058","6437","7102","-2698","4.23","9572","4172","7102","-2698","20486","2265","-","-"
"1366","20230922","2","963462","-271401","182804","25803","5.27","668443","-178400","182804","25803","295019","-93001","-","-"
"1367","20230922","2","4092","1425","3768","-16","1.09","1744","432","3768","-16","2348","993","-","-"
"1368","20230922","2","91963","-25519","4311","-422","21.33","36005","-19578","4311","-422","55958","-5941","-","-"
"1369","20230922","2","830","19","1791","-399","0.46","785","-11","1791","-399","45","30","-","-"
"1397","20230922","2","2","-7","33","-","0.06","2","-7","33","-","-","-","-","-"
"1398","20230922","2","2280","60","-","-","-","150","110","-","-","2130","-50","-","-"
"1399","20230922","2","3260","2910","-","-310","-","40","-","-","-310","3220","2910","-","-"
"1456","20230922","2","103370","-20695","-","-","-","97316","-20748","-","-","6054","53","-","-"
"1457","20230922","2","4763","231","22","-59","216.5","1145","243","22","-59","3618","-12","-","-"
"1458","20230922","2","99667","51996","57095","-28763","1.75","70124","37437","57095","-28763","29543","14559","-","-"
"1459","20230922","2","7202145","-1790446","538386","303023","13.38","5162123","-1307201","538386","303023","2040022","-483245","-","-"
"1464","20230922","2","795","1","70","-","11.36","85","1","70","-","710","-","-","-"
"1465","20230922","2","2","-","-","-","-","2","-","-","-","-","-","-","-"
"1466","20230922","2","2490","94","-","-","-","388","-56","-","-","2102","150","-","-"
"1469","20230922","2","24820","-2870","1310","40","18.95","21170","-2370","1310","40","3650","-500","-","-"
"1472","20230922","2","2058","-488","-","-","-","914","-53","-","-","1144","-435","-","-"
"1473","20230922","2","40","-200","510","-","0.08","40","-200","510","-","-","-","-","-"
"1474","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1475","20230922","2","26649","-699","11277","3724","2.36","10880","-1515","10272","3725","15769","816","1005","-1"
"1476","20230922","2","17226","-99","791","-18","21.78","14860","-69","791","-18","2366","-30","-","-"
"1477","20230922","2","18","-","-","-","-","18","-","-","-","-","-","-","-"
"1478","20230922","2","20319","-186","1508","6","13.47","12999","-921","1508","6","7320","735","-","-"
"1479","20230922","2","-","-1","-","-","-","-","-","-","-","-","-1","-","-"
"1480","20230922","2","-","-15","-","-","-","-","-","-","-","-","-15","-","-"
"1481","20230922","2","66","-","63","-2","1.05","66","-","63","-2","-","-","-","-"
"1482","20230922","2","136825","14191","701","-399","195.19","68160","11672","701","-399","68665","2519","-","-"
"1483","20230922","2","2","-","-","-","-","2","-","-","-","-","-","-","-"
"1484","20230922","2","50","-","-","-","-","50","-","-","-","-","-","-","-"
"1485","20230922","2","3","-7","-","-","-","3","-7","-","-","-","-","-","-"
"1486","20230922","2","4155","361","-","-","-","2467","540","-","-","1688","-179","-","-"
"1487","20230922","2","10757","394","8","4","1344.63","4079","156","8","4","6678","238","-","-"
"1488","20230922","2","14640","2200","2470","-50","5.93","6070","1950","2470","-50","8570","250","-","-"
"1489","20230922","2","51452","9842","2902","642","17.73","27460","2458","2902","642","23992","7384","-","-"
"1490","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20230922","2","101","23","91","15","1.11","40","2","91","15","61","21","-","-"
"1493","20230922","2","68","20","109","101","0.62","68","20","109","101","-","-","-","-"
"1494","20230922","2","657","165","31","-2","21.19","277","78","31","-2","380","87","-","-"
"1495","20230922","2","750","40","50","-60","15","540","-","50","-60","210","40","-","-"
"1496","20230922","2","49537","5441","381","31","130.02","32000","5387","381","31","17537","54","-","-"
"1497","20230922","2","162521","29744","731","40","222.33","61801","26381","731","40","100720","3363","-","-"
"1498","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1499","20230922","2","834","800","-","-","-","618","585","-","-","216","215","-","-"
"1540","20230922","2","223151","-333","14334","-934","15.57","69786","5632","14334","-934","153365","-5965","-","-"
"1541","20230922","2","98752","16166","2672","151","36.96","39502","16367","2672","151","59250","-201","-","-"
"1542","20230922","2","39858","1009","1657","-1927","24.05","13180","1178","1657","-1927","26678","-169","-","-"
"1543","20230922","2","2325","45","-","-","-","1301","24","-","-","1024","21","-","-"
"1545","20230922","2","138156","18275","48616","-3935","2.84","54406","7984","48616","-3935","83750","10291","-","-"
"1546","20230922","2","7333","1007","7179","-1814","1.02","3235","871","7179","-1814","4098","136","-","-"
"1547","20230922","2","93540","12060","58830","-6040","1.59","25320","7210","58830","-6040","68220","4850","-","-"
"1550","20230922","2","42110","2130","2130","-800","19.77","16110","2100","2130","-800","26000","30","-","-"
"1551","20230922","2","750","50","-","-","-","180","50","-","-","570","-","-","-"
"1552","20230922","2","5462776","-1658362","13500","1200","404.65","3821048","-1325524","-","-","1641728","-332838","13500","1200"
"1554","20230922","2","15280","430","1160","300","13.17","3080","-730","1160","300","12200","1160","-","-"
"1555","20230922","2","7150","2630","-","-150","-","5290","4540","-","-150","1860","-1910","-","-"
"1557","20230922","2","1971","348","-","-","-","391","83","-","-","1580","265","-","-"
"1559","20230922","2","2986","97","25","1","119.44","604","150","25","1","2382","-53","-","-"
"1560","20230922","2","1433","4","8","5","179.12","641","4","8","5","792","-","-","-"
"1563","20230922","2","217254","27367","13216","-893","16.44","149480","25182","13216","-893","67774","2185","-","-"
"1566","20230922","2","806","48","123","-29","6.55","160","-1","123","-29","646","49","-","-"
"1568","20230922","2","68560","37310","35120","-40630","1.95","60290","36150","35120","-37230","8270","1160","-","-3400"
"1569","20230922","2","199160","-12410","590","230","337.56","63900","-4680","590","230","135260","-7730","-","-"
"1570","20230922","2","2869327","618700","1944468","-669981","1.48","2173822","237885","1943514","-665124","695505","380815","954","-4857"
"1571","20230922","2","2519748","-462251","24286","21060","103.75","1538059","-438263","24286","21060","981689","-23988","-","-"
"1572","20230922","2","71370","9390","-","-","-","11730","3260","-","-","59640","6130","-","-"
"1573","20230922","2","17840","-1000","890","270","20.04","11540","-860","890","270","6300","-140","-","-"
"1577","20230922","2","9682","3216","132","-6","73.35","5960","1973","132","-6","3722","1243","-","-"
"1578","20230922","2","7222","1835","1776","-1","4.07","5969","1467","1776","-1","1253","368","-","-"
"1579","20230922","2","237550","114750","139240","-39700","1.71","199310","101930","139240","-39700","38240","12820","-","-"
"1580","20230922","2","394940","14540","4050","1940","97.52","133090","-3760","4050","1940","261850","18300","-","-"
"1585","20230922","2","1630","50","-","-","-","1570","10","-","-","60","40","-","-"
"1586","20230922","2","37","-18","17","-78","2.18","36","-18","17","-78","1","-","-","-"
"1591","20230922","2","3302","-31","370","-57","8.92","180","-33","370","-57","3122","2","-","-"
"1592","20230922","2","388","244","601","-20","0.65","384","244","601","-20","4","-","-","-"
"1593","20230922","2","1070","462","1042","-2","1.03","1070","462","1042","-2","-","-","-","-"
"1595","20230922","2","3840","-","-","-","-","520","-","-","-","3320","-","-","-"
"1596","20230922","2","10","-","-","-","-","10","-","-","-","-","-","-","-"
"1597","20230922","2","15240","470","90","-900","169.33","1690","170","90","-900","13550","300","-","-"
"1599","20230922","2","20","20","-","-","-","-","-","-","-","20","20","-","-"
"1615","20230922","2","2834500","47700","551100","-806600","5.14","1598400","102900","551100","-803200","1236100","-55200","-","-3400"
"1617","20230922","2","190","151","52","-","3.65","10","-2","52","-","180","153","-","-"
"1618","20230922","2","1598","829","105","-13","15.22","380","63","105","-13","1218","766","-","-"
"1619","20230922","2","208","69","280","2","0.74","54","-45","280","2","154","114","-","-"
"1620","20230922","2","162","124","32","-","5.06","98","80","32","-","64","44","-","-"
"1621","20230922","2","134","10","116","-1","1.16","74","3","116","-1","60","7","-","-"
"1622","20230922","2","462","-6","84","8","5.5","220","-141","84","8","242","135","-","-"
"1623","20230922","2","1324","907","134","37","9.88","831","658","134","37","493","249","-","-"
"1624","20230922","2","42","9","27","-","1.56","24","-2","27","-","18","11","-","-"
"1625","20230922","2","116","-47","1","-2","116","92","-53","1","-2","24","6","-","-"
"1626","20230922","2","75","5","37","-","2.03","11","7","37","-","64","-2","-","-"
"1627","20230922","2","4543","-653","267","-279","17.01","429","-1111","267","-279","4114","458","-","-"
"1628","20230922","2","1634","487","148","16","11.04","1474","446","148","16","160","41","-","-"
"1629","20230922","2","650","-10","101","-7","6.44","453","-53","101","-7","197","43","-","-"
"1630","20230922","2","77","41","-","-2","-","3","-4","-","-2","74","45","-","-"
"1631","20230922","2","6967","2528","700","210","9.95","3736","825","700","210","3231","1703","-","-"
"1632","20230922","2","952","487","188","-40","5.06","393","300","188","-40","559","187","-","-"
"1633","20230922","2","167","-11","78","-10","2.14","45","-12","78","-10","122","1","-","-"
"1651","20230922","2","14660","3020","250","170","58.64","1500","40","250","170","13160","2980","-","-"
"1652","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1653","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1654","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1655","20230922","2","2868440","404490","426510","-65380","6.73","1301160","447720","426510","-65380","1567280","-43230","-","-"
"1656","20230922","2","59600","10790","8210","1580","7.26","35550","10310","8210","1580","24050","480","-","-"
"1657","20230922","2","689","117","-","-16","-","516","192","-","-16","173","-75","-","-"
"1658","20230922","2","12146","-51","1208","26","10.05","4097","36","1208","26","8049","-87","-","-"
"1659","20230922","2","18865","95","5261","295","3.59","5414","35","5261","295","13451","60","-","-"
"1660","20230922","2","2076","39","3","2","692","408","17","3","2","1668","22","-","-"
"1671","20230922","2","378327","14250","328411","8888","1.15","329747","13830","324911","7588","48580","420","3500","1300"
"1672","20230922","2","620","100","-","-","-","100","100","-","-","520","-","-","-"
"1673","20230922","2","60","-10","-","-","-","60","20","-","-","-","-30","-","-"
"1674","20230922","2","-","-3","-","-","-","-","-3","-","-","-","-","-","-"
"1675","20230922","2","1","-","-","-","-","-","-","-","-","1","-","-","-"
"1676","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1677","20230922","2","530","-","-","-","-","230","-","-","-","300","-","-","-"
"1678","20230922","2","8037400","-658000","607500","33600","13.23","3829900","-667600","607500","33600","4207500","9600","-","-"
"1679","20230922","2","170","-20","730","-210","0.23","120","-20","730","-210","50","-","-","-"
"1680","20230922","2","6410","1110","510","-60","12.57","3160","1110","510","-60","3250","-","-","-"
"1681","20230922","2","8950","-18380","360","-220","24.86","3900","-18620","360","-220","5050","240","-","-"
"1682","20230922","2","54400","2900","100","-1800","544","18500","6800","100","-1800","35900","-3900","-","-"
"1684","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1685","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1686","20230922","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1687","20230922","2","100","-","-","-","-","-","-","-","-","100","-","-","-"
"1688","20230922","2","10920","-2440","-","-","-","9720","-2440","-","-","1200","-","-","-"
"1689","20230922","2","49891300","-258700","-","-","-","9110900","-276600","-","-","40780400","17900","-","-"
