"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20231110","2","22780","-8440","10820","-650","2.11","18710","-9430","9320","-650","4070","990","1500","-"
"1306","20231110","2","466060","-26890","284180","29780","1.64","290470","2140","230550","11780","175590","-29030","53630","18000"
"1308","20231110","2","168060","6729","35815","2757","4.69","113787","10016","35815","2757","54273","-3287","-","-"
"1309","20231110","2","1543","24","-","-","-","404","29","-","-","1139","-5","-","-"
"1311","20231110","2","5830","-860","130","-240","44.85","4280","-1010","130","-240","1550","150","-","-"
"1319","20231110","2","82000","-5000","-","-","-","-","-1000","-","-","82000","-4000","-","-"
"1320","20231110","2","19399","-7748","20395","6789","0.95","13341","-6092","18378","6789","6058","-1656","2017","-"
"1321","20231110","2","178873","-29437","108002","9404","1.66","134603","-21836","105752","9404","44270","-7601","2250","-"
"1322","20231110","2","2720","-10","-","-","-","590","20","-","-","2130","-30","-","-"
"1324","20231110","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20231110","2","205600","-16300","17000","9600","12.09","79200","-14200","17000","9600","126400","-2100","-","-"
"1326","20231110","2","667","88","136","-15","4.9","587","96","136","-15","80","-8","-","-"
"1328","20231110","2","16080","-5590","6310","-1520","2.55","7760","-4370","6310","-1520","8320","-1220","-","-"
"1329","20231110","2","8504","-1551","4012","-288","2.12","5247","-1563","4012","-288","3257","12","-","-"
"1330","20231110","2","16794","-11426","13224","1789","1.27","12790","-10671","13224","1789","4004","-755","-","-"
"1343","20231110","2","151110","55430","24860","-4950","6.08","90430","48210","24760","-4950","60680","7220","100","-"
"1345","20231110","2","50400","10600","3300","-1600","15.27","17900","6900","3200","-1600","32500","3700","100","-"
"1346","20231110","2","9109","-964","4206","245","2.17","6093","-1973","4206","245","3016","1009","-","-"
"1348","20231110","2","19050","170","3740","-140","5.09","15660","330","3740","-140","3390","-160","-","-"
"1349","20231110","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1356","20231110","2","1341970","161820","231140","-7320","5.81","994210","144530","231140","-7320","347760","17290","-","-"
"1357","20231110","2","82326264","18153716","12631120","-151118","6.52","41063809","10673536","12631120","-151118","41262455","7480180","-","-"
"1358","20231110","2","13031","-5347","5763","375","2.26","9062","-4123","5763","375","3969","-1224","-","-"
"1360","20231110","2","13130900","2637540","1477130","-485290","8.89","7125430","1738120","1467130","-495290","6005470","899420","10000","10000"
"1364","20231110","2","121","-11","13","-","9.31","18","-11","13","-","103","-","-","-"
"1365","20231110","2","36291","-4649","5622","2519","6.46","12904","-3098","5622","2519","23387","-1551","-","-"
"1366","20231110","2","794245","132611","14858","-32997","53.46","310952","91454","14858","-32997","483293","41157","-","-"
"1367","20231110","2","7619","-1308","1662","130","4.58","3509","-1082","1662","130","4110","-226","-","-"
"1368","20231110","2","84725","-13856","4667","-137","18.15","12633","-13444","4667","-137","72092","-412","-","-"
"1369","20231110","2","487","-266","210","141","2.32","472","-231","210","141","15","-35","-","-"
"1397","20231110","2","8","-7","33","-","0.24","8","-7","33","-","-","-","-","-"
"1398","20231110","2","2090","50","-","-110","-","60","-","-","-110","2030","50","-","-"
"1399","20231110","2","3240","-","-","-","-","10","-","-","-","3230","-","-","-"
"1456","20231110","2","17662","4169","-","-","-","3760","799","-","-","13902","3370","-","-"
"1457","20231110","2","6633","-945","-","-","-","479","-407","-","-","6154","-538","-","-"
"1458","20231110","2","110997","-41800","37161","8014","2.99","77582","-31536","37141","7994","33415","-10264","20","20"
"1459","20231110","2","4993006","1254855","240285","-332386","20.78","3049473","622138","240285","-332386","1943533","632717","-","-"
"1464","20231110","2","827","-100","37","-2","22.35","117","-100","37","-2","710","-","-","-"
"1465","20231110","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","20231110","2","720","37","90","-1","8","320","37","90","-1","400","-","-","-"
"1469","20231110","2","11280","-110","4440","-740","2.54","8580","880","4440","-740","2700","-990","-","-"
"1472","20231110","2","3191","540","260","79","12.27","815","-349","260","79","2376","889","-","-"
"1473","20231110","2","540","480","-","-1000","-","540","480","-","-1000","-","-","-","-"
"1474","20231110","2","100","-","-","-","-","-","-","-","-","100","-","-","-"
"1475","20231110","2","42396","-2515","10445","5918","4.06","27362","-2626","9442","5918","15034","111","1003","-"
"1476","20231110","2","42076","33190","988","861","42.59","7037","276","988","861","35039","32914","-","-"
"1477","20231110","2","25","8","-","-3","-","25","8","-","-3","-","-","-","-"
"1478","20231110","2","14388","-65","21","-345","685.14","5084","-381","21","-345","9304","316","-","-"
"1479","20231110","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20231110","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20231110","2","53","-","48","-1","1.1","53","-","48","-1","-","-","-","-"
"1482","20231110","2","168711","-41493","2683","1150","62.88","57681","-57780","2683","1150","111030","16287","-","-"
"1483","20231110","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1484","20231110","2","40","-10","-","-","-","40","-10","-","-","-","-","-","-"
"1485","20231110","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
