"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20231215","2","17330","430","8210","-2880","2.11","12450","230","6710","-2880","4880","200","1500","-"
"1306","20231215","2","418250","-39270","322410","30","1.3","258000","-35120","300280","35030","160250","-4150","22130","-35000"
"1308","20231215","2","99247","-26594","26856","-10427","3.7","42494","-18092","26856","-10427","56753","-8502","-","-"
"1309","20231215","2","1995","-76","-","-","-","822","-94","-","-","1173","18","-","-"
"1311","20231215","2","8530","190","310","260","27.52","6260","170","310","260","2270","20","-","-"
"1319","20231215","2","74000","-","-","-","-","-","-","-","-","74000","-","-","-"
"1320","20231215","2","20929","-5508","22590","3112","0.93","16516","-5221","20573","3112","4413","-287","2017","-"
"1321","20231215","2","174282","-53677","99696","16409","1.75","125575","-49410","97446","16409","48707","-4267","2250","-"
"1322","20231215","2","3340","100","-","-","-","930","40","-","-","2410","60","-","-"
"1324","20231215","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20231215","2","211500","-","12400","400","17.06","65900","300","12400","400","145600","-300","-","-"
"1326","20231215","2","1262","-164","51","-28","24.75","1071","-208","51","-28","191","44","-","-"
"1328","20231215","2","23200","1130","4960","-660","4.68","11270","-660","4960","-660","11930","1790","-","-"
"1329","20231215","2","7308","-401","2994","-83","2.44","4530","-465","2994","-83","2778","64","-","-"
"1330","20231215","2","22159","-6650","12298","3050","1.8","17588","-6675","12298","3050","4571","25","-","-"
"1343","20231215","2","118970","-7430","26660","-630","4.46","58070","-5270","26560","-630","60900","-2160","100","-"
"1345","20231215","2","56600","6200","2400","-1500","23.58","22100","3300","2300","-1500","34500","2900","100","-"
"1346","20231215","2","8051","28","6524","2573","1.23","5721","171","6524","2573","2330","-143","-","-"
"1348","20231215","2","14540","1490","2780","-2320","5.23","13320","1390","2780","-2320","1220","100","-","-"
"1349","20231215","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1356","20231215","2","1238220","-48260","232190","-27120","5.33","899790","-46280","232190","-27120","338430","-1980","-","-"
"1357","20231215","2","76781886","5662652","10042731","-2402163","7.65","38572547","2112467","10042731","-2402163","38209339","3550185","-","-"
"1358","20231215","2","12470","-3613","6752","1172","1.85","8792","-2736","6752","1172","3678","-877","-","-"
"1360","20231215","2","13825010","1729540","1624190","-534880","8.51","7732690","1284660","1624190","-524680","6092320","444880","-","-10200"
"1364","20231215","2","150","8","23","-1","6.52","25","7","23","-1","125","1","-","-"
"1365","20231215","2","23754","-6068","5240","820","4.53","9407","-2363","5240","820","14347","-3705","-","-"
"1366","20231215","2","752983","-119920","28850","-21045","26.1","430040","60616","28850","-21045","322943","-180536","-","-"
"1367","20231215","2","6127","-192","1182","-144","5.18","2909","-20","1182","-144","3218","-172","-","-"
"1368","20231215","2","89509","-266","8369","3156","10.7","11609","1724","8369","3156","77900","-1990","-","-"
"1369","20231215","2","396","-240","540","-37","0.73","301","-320","540","-37","95","80","-","-"
"1397","20231215","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398","20231215","2","1880","20","-","-","-","60","20","-","-","1820","-","-","-"
