"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230707","2","39400","12720","24180","-3310","1.63","13070","-12430","22680","-3310","26330","25150","1500","-"
"1306","20230707","2","630230","159810","541350","27230","1.16","491110","131280","383570","27730","139120","28530","157780","-500"
"1308","20230707","2","148900","84800","119700","-25600","1.24","129700","84500","119700","-25600","19200","300","-","-"
"1309","20230707","2","1687","-71","-","-","-","544","-75","-","-","1143","4","-","-"
"1311","20230707","2","14630","7340","1400","-1250","10.45","12380","6650","1400","-1250","2250","690","-","-"
"1319","20230707","2","89000","-3000","-","-","-","-","-","-","-","89000","-3000","-","-"
"1320","20230707","2","30238","8190","26018","-3473","1.16","24573","5111","23949","-3470","5665","3079","2069","-3"
"1321","20230707","2","279089","-17267","318447","5608","0.88","248050","-23850","299029","5683","31039","6583","19418","-75"
"1322","20230707","2","3180","70","-","-","-","990","60","-","-","2190","10","-","-"
"1324","20230707","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230707","2","210000","35200","11800","400","17.8","76800","36600","11800","400","133200","-1400","-","-"
"1326","20230707","2","1360","470","121","-","11.24","696","40","121","-","664","430","-","-"
"1328","20230707","2","20140","1700","8320","-950","2.42","11950","1200","8320","-950","8190","500","-","-"
"1329","20230707","2","12409","2941","8307","-133","1.49","9119","1779","8307","-133","3290","1162","-","-"
"1330","20230707","2","22090","6540","39590","-7710","0.56","18460","5820","39590","-7710","3630","720","-","-"
"1343","20230707","2","103240","-19900","38700","6740","2.67","56720","-14000","38600","6740","46520","-5900","100","-"
"1345","20230707","2","30100","8000","5700","2200","5.28","11900","3000","5600","2200","18200","5000","100","-"
"1346","20230707","2","7242","740","8532","-218","0.85","5916","2177","8532","-218","1326","-1437","-","-"
"1348","20230707","2","19800","4140","9480","1300","2.09","19140","4590","9480","1300","660","-450","-","-"
"1349","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230707","2","1115200","1860","186140","12760","5.99","726350","-1590","186140","12760","388850","3450","-","-"
"1357","20230707","2","166709721","-14587795","10086994","373864","16.53","111361070","-6983011","10086990","373864","55348651","-7604784","4","-"
"1358","20230707","2","14311","-1499","16871","-2644","0.85","11423","-1594","16871","-2644","2888","95","-","-"
"1360","20230707","2","18802100","-2538440","1076120","294350","17.47","11414810","-1032080","1076120","294350","7387290","-1506360","-","-"
"1364","20230707","2","475","270","92","-","5.16","278","270","92","-","197","-","-","-"
"1365","20230707","2","31245","6071","10878","-777","2.87","10873","3801","10878","-777","20372","2270","-","-"
"1366","20230707","2","1367301","-8308","30158","2553","45.34","977382","7679","30158","2553","389919","-15987","-","-"
"1367","20230707","2","3561","-32","4799","-440","0.74","2093","-38","4799","-440","1468","6","-","-"
"1368","20230707","2","134222","8761","964","-2681","139.23","80249","11390","964","-2681","53973","-2629","-","-"
"1369","20230707","2","534","213","2748","428","0.19","434","128","2748","428","100","85","-","-"
"1385","20230707","3","240","-786","-","-","-","240","-36","-","-","-","-750","-","-"
"1386","20230707","3","230","-1","-","-","-","55","-1","-","-","175","-","-","-"
"1387","20230707","3","6","-","-","-","-","6","-","-","-","-","-","-","-"
"1388","20230707","3","-","-7","-","-","-","-","-6","-","-","-","-1","-","-"
"1389","20230707","3","88","-29","-","-","-","79","-6","-","-","9","-23","-","-"
"1390","20230707","3","107","-403","-","-","-","106","-395","-","-","1","-8","-","-"
"1391","20230707","3","79","-10","-","-","-","28","-","-","-","51","-10","-","-"
"1392","20230707","3","307","-","-","-","-","236","-","-","-","71","-","-","-"
"1393","20230707","3","57","-4","-","-","-","35","-2","-","-","22","-2","-","-"
"1394","20230707","3","17","-10","-","-","-","13","-10","-","-","4","-","-","-"
"1397","20230707","2","5","5","10","-","0.5","5","5","10","-","-","-","-","-"
"1398","20230707","2","2090","-200","-","-","-","-","-50","-","-","2090","-150","-","-"
"1399","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1456","20230707","2","124358","370","122","113","1019.33","116346","548","122","113","8012","-178","-","-"
"1457","20230707","2","2352","-2636","175","168","13.44","885","-2566","175","168","1467","-70","-","-"
"1458","20230707","2","128841","46895","85778","-9162","1.5","89513","32729","85578","-9362","39328","14166","200","200"
"1459","20230707","2","8907031","-737262","522531","135827","17.05","6419479","-478445","522531","135827","2487552","-258817","-","-"
"1464","20230707","2","740","-93","64","-2","11.56","30","-3","64","-2","710","-90","-","-"
"1465","20230707","2","33","-11","-","-","-","1","-1","-","-","32","-10","-","-"
"1466","20230707","2","2875","457","-","-","-","1323","457","-","-","1552","-","-","-"
"1469","20230707","2","23530","-1860","600","470","39.22","19790","-2950","600","470","3740","1090","-","-"
"1472","20230707","2","3554","-58","19","-91","187.05","508","-12","19","-91","3046","-46","-","-"
"1473","20230707","2","50","50","10","-","5","50","50","10","-","-","-","-","-"
"1474","20230707","2","135","65","-","-","-","-","-","-","-","135","65","-","-"
"1475","20230707","2","320012","281933","17259","4487","18.54","316086","301727","16252","4487","3926","-19794","1007","-"
"1476","20230707","2","5294","-2501","1366","27","3.88","1647","-746","1366","27","3647","-1755","-","-"
"1477","20230707","2","9","3","-","-","-","9","3","-","-","-","-","-","-"
"1478","20230707","2","10302","5698","2207","1574","4.67","3472","1748","2207","1574","6830","3950","-","-"
"1479","20230707","2","61","-60","-","-","-","-","-","-","-","61","-60","-","-"
"1480","20230707","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1481","20230707","2","47","5","40","-5","1.18","47","5","40","-5","-","-","-","-"
"1482","20230707","2","113890","28719","742","643","153.49","40561","7853","742","643","73329","20866","-","-"
"1483","20230707","2","6","-","1","-","6","6","-","1","-","-","-","-","-"
"1484","20230707","2","40","-10","100","-","0.4","40","-10","100","-","-","-","-","-"
"1485","20230707","2","-","-","-","-30","-","-","-","-","-30","-","-","-","-"
"1486","20230707","2","2587","613","-","-","-","1725","328","-","-","862","285","-","-"
"1487","20230707","2","6052","1097","10","7","605.2","2034","757","10","7","4018","340","-","-"
"1488","20230707","2","11520","-1050","2820","-100","4.09","2670","-530","2820","-100","8850","-520","-","-"
"1489","20230707","2","20604","-4018","2194","221","9.39","12341","880","2194","221","8263","-4898","-","-"
"1490","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20230707","2","111","-73","174","96","0.64","74","-110","174","96","37","37","-","-"
"1493","20230707","2","141","59","261","36","0.54","141","59","261","36","-","-","-","-"
"1494","20230707","2","297","147","-","-","-","87","72","-","-","210","75","-","-"
"1495","20230707","2","700","520","30","-70","23.33","170","170","30","-70","530","350","-","-"
"1496","20230707","2","29052","13225","111","111","261.73","15749","8125","111","111","13303","5100","-","-"
"1497","20230707","2","140096","25530","722","-210","194.04","30934","4806","722","-210","109162","20724","-","-"
"1498","20230707","2","-","-","10","-","-","-","-","10","-","-","-","-","-"
"1499","20230707","2","1","-","-","-","-","-","-","-","-","1","-","-","-"
"1540","20230707","2","247557","4056","25108","543","9.86","110444","2563","25108","543","137113","1493","-","-"
"1541","20230707","2","105367","7327","1880","-1345","56.05","43426","3391","1880","-1345","61941","3936","-","-"
"1542","20230707","2","37752","-3071","3046","-521","12.39","13126","-2265","3046","-521","24626","-806","-","-"
"1543","20230707","2","2932","162","-","-","-","1667","36","-","-","1265","126","-","-"
"1545","20230707","2","104183","284","49472","8929","2.11","42006","-598","49472","8929","62177","882","-","-"
"1546","20230707","2","5655","123","16162","376","0.35","3556","1889","16162","376","2099","-1766","-","-"
"1547","20230707","2","75720","-9000","70870","7800","1.07","10540","-9280","70870","7800","65180","280","-","-"
"1550","20230707","2","38260","670","2270","200","16.85","12320","780","2270","200","25940","-110","-","-"
"1551","20230707","2","800","10","60","-50","13.33","120","20","60","-50","680","-10","-","-"
"1552","20230707","2","6899427","-368715","13020","13020","529.91","4951013","-167145","-","-","1948414","-201570","13020","13020"
"1554","20230707","2","11310","660","5880","580","1.92","3050","90","5880","580","8260","570","-","-"
"1555","20230707","2","4990","1160","20","-270","249.5","1130","990","20","-270","3860","170","-","-"
"1557","20230707","2","2054","-61","-","-","-","556","165","-","-","1498","-226","-","-"
"1559","20230707","2","4116","-25","16","-3","257.25","3733","-99","16","-3","383","74","-","-"
"1560","20230707","2","983","38","-","-","-","303","12","-","-","680","26","-","-"
"1563","20230707","2","207947","20214","38923","-16500","5.34","132500","11969","38923","-16500","75447","8245","-","-"
"1566","20230707","2","901","7","210","47","4.29","148","7","210","47","753","-","-","-"
"1568","20230707","2","46840","8790","45960","-15900","1.02","40020","8820","45960","-15900","6820","-30","-","-"
"1569","20230707","2","199880","5780","100","70","1998.8","65780","4490","100","70","134100","1290","-","-"
"1570","20230707","2","3126080","219928","2806025","-238399","1.11","2507510","30536","2793487","-240237","618570","189392","12538","1838"
"1571","20230707","2","2992629","-204535","32006","16284","93.5","1916600","-159972","32006","16284","1076029","-44563","-","-"
"1572","20230707","2","60360","1830","-","-","-","18100","660","-","-","42260","1170","-","-"
"1573","20230707","2","5050","790","460","-30","10.98","3410","860","460","-30","1640","-70","-","-"
"1577","20230707","2","4966","1400","128","43","38.8","2806","782","128","43","2160","618","-","-"
"1578","20230707","2","2757","-48","1760","-3","1.57","2187","-43","1760","-3","570","-5","-","-"
"1579","20230707","2","232930","63690","187060","-16550","1.25","182710","45840","186930","-16680","50220","17850","130","130"
"1580","20230707","2","403020","38980","4990","910","80.77","160370","-8100","4990","910","242650","47080","-","-"
"1585","20230707","2","-","-","290","-","-","-","-","290","-","-","-","-","-"
"1586","20230707","2","255","-82","168","-","1.52","255","-82","168","-","-","-","-","-"
"1591","20230707","2","3414","160","370","50","9.23","293","160","370","50","3121","-","-","-"
"1592","20230707","2","1145","744","522","50","2.19","920","524","522","50","225","220","-","-"
"1593","20230707","2","431","351","1046","-10","0.41","429","350","1046","-10","2","1","-","-"
"1595","20230707","2","2850","-140","-","-","-","30","10","-","-","2820","-150","-","-"
"1596","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1597","20230707","2","13510","-4970","210","-","64.33","1100","-20","210","-","12410","-4950","-","-"
"1599","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1615","20230707","2","2117700","1034200","241500","82300","8.77","811500","337600","241500","82300","1306200","696600","-","-"
"1617","20230707","2","53","2","42","-","1.26","14","3","42","-","39","-1","-","-"
"1618","20230707","2","691","318","90","-49","7.68","187","86","90","-49","504","232","-","-"
"1619","20230707","2","279","-6","341","-","0.82","240","-6","341","-","39","-","-","-"
"1620","20230707","2","199","36","47","-34","4.23","163","33","47","-34","36","3","-","-"
"1621","20230707","2","457","218","39","-7","11.72","375","188","39","-7","82","30","-","-"
"1622","20230707","2","336","59","133","-5","2.53","216","56","133","-5","120","3","-","-"
"1623","20230707","2","453","18","51","-61","8.88","151","-2","51","-61","302","20","-","-"
"1624","20230707","2","150","1","62","2","2.42","134","-4","62","2","16","5","-","-"
"1625","20230707","2","314","-31","52","2","6.04","267","-46","52","2","47","15","-","-"
"1626","20230707","2","73","12","25","-5","2.92","6","5","25","-5","67","7","-","-"
"1627","20230707","2","2671","-495","660","5","4.05","1741","-52","660","5","930","-443","-","-"
"1628","20230707","2","1104","-81","234","-26","4.72","758","-82","234","-26","346","1","-","-"
"1629","20230707","2","1870","-581","120","-22","15.58","948","-628","120","-22","922","47","-","-"
"1630","20230707","2","51","11","30","-","1.7","3","3","30","-","48","8","-","-"
"1631","20230707","2","2800","69","312","-87","8.97","2178","107","312","-87","622","-38","-","-"
"1632","20230707","2","708","292","58","2","12.21","167","100","58","2","541","192","-","-"
"1633","20230707","2","183","8","113","-40","1.62","3","3","113","-40","180","5","-","-"
"1651","20230707","2","8540","600","880","510","9.7","8010","310","880","510","530","290","-","-"
"1652","20230707","2","-","-10","-","-","-","-","-10","-","-","-","-","-","-"
"1653","20230707","2","50","-","-","-","-","-","-","-","-","50","-","-","-"
"1654","20230707","2","10","10","10","10","1","10","10","10","10","-","-","-","-"
"1655","20230707","2","2064630","-149880","516910","-15100","3.99","736130","58760","516910","-15100","1328500","-208640","-","-"
"1656","20230707","2","41190","-5320","1410","610","29.21","11170","-4130","1410","610","30020","-1190","-","-"
"1657","20230707","2","733","-201","-","-6","-","546","-101","-","-6","187","-100","-","-"
"1658","20230707","2","10030","-570","504","-19","19.9","1305","-121","504","-19","8725","-449","-","-"
"1659","20230707","2","20072","-3931","8498","-375","2.36","5644","-930","8328","-545","14428","-3001","170","170"
"1660","20230707","2","1136","-47","21","1","54.1","6","-27","21","1","1130","-20","-","-"
"1671","20230707","2","265393","-152270","245902","152554","1.08","167307","-144997","245902","152554","98086","-7273","-","-"
"1672","20230707","2","300","300","-","-","-","-","-","-","-","300","300","-","-"
"1673","20230707","2","90","-","-","-","-","60","-","-","-","30","-","-","-"
"1674","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1675","20230707","2","1","-20","-","-","-","-","-","-","-","1","-20","-","-"
"1676","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1677","20230707","2","360","10","-","-","-","30","-","-","-","330","10","-","-"
"1678","20230707","2","7780000","1857100","592500","-5100","13.13","4303800","1050400","592500","-5100","3476200","806700","-","-"
"1679","20230707","2","300","10","640","20","0.47","250","10","640","20","50","-","-","-"
"1680","20230707","2","5980","-5460","2630","410","2.27","3280","2100","2630","410","2700","-7560","-","-"
"1681","20230707","2","7150","-1860","720","10","9.93","2920","-240","720","10","4230","-1620","-","-"
"1682","20230707","2","48100","1300","700","700","68.71","6800","500","700","700","41300","800","-","-"
"1684","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1685","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1686","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1687","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1688","20230707","2","670","50","-","-","-","-","-","-","-","670","50","-","-"
"1689","20230707","2","36962700","1170500","-","-","-","13549200","-613100","-","-","23413500","1783600","-","-"
"1690","20230707","2","650","180","-","-","-","190","-220","-","-","460","400","-","-"
"1691","20230707","2","10","-","-","-","-","-","-","-","-","10","-","-","-"
"1692","20230707","2","900","-","-","-","-","-","-","-","-","900","-","-","-"
"1693","20230707","2","30","-500","-","-","-","30","-500","-","-","-","-","-","-"
"1694","20230707","2","1000","-","-","-","-","-","-","-","-","1000","-","-","-"
"1695","20230707","2","226300","14000","-","-","-","76100","13500","-","-","150200","500","-","-"
"1696","20230707","2","4500","-19500","-","-","-","3000","-","-","-","1500","-19500","-","-"
"1697","20230707","2","400","-","-","-","-","400","-","-","-","-","-","-","-"
"1698","20230707","2","7030","1010","490","-","14.35","3790","530","490","-","3240","480","-","-"
"1699","20230707","2","9914150","-415870","1397170","570460","7.1","5291100","-382410","1397170","570460","4623050","-33460","-","-"
"2031","20230707","1","15222","-516","-","-","-","8857","-320","-","-","6365","-196","-","-"
"2032","20230707","1","1820","-147","-","-","-","581","-14","-","-","1239","-133","-","-"
"2033","20230707","1","49","6","-","-","-","44","6","-","-","5","-","-","-"
"2034","20230707","1","13560","-988","-","-","-","6379","-75","-","-","7181","-913","-","-"
"2036","20230707","1","3469","-2358","-","-","-","1966","-70","-","-","1503","-2288","-","-"
"2037","20230707","1","3837","17","-","-","-","1770","17","-","-","2067","-","-","-"
"2038","20230707","1","1300925","-326210","1000","1000","1300.92","598322","-246768","-","-","702603","-79442","1000","1000"
"2039","20230707","1","628039","43348","-","-","-","231113","10909","-","-","396926","32439","-","-"
"2040","20230707","1","14636","-716","-","-","-","6189","-119","-","-","8447","-597","-","-"
"2041","20230707","1","98492","12631","-","-","-","47792","3687","-","-","50700","8944","-","-"
"2042","20230707","1","14729","160","-","-","-","10395","200","-","-","4334","-40","-","-"
"2043","20230707","1","250","-16","-","-","-","106","106","-","-","144","-122","-","-"
"2044","20230707","1","6115","-1205","-","-","-","1736","-6","-","-","4379","-1199","-","-"
"2045","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2046","20230707","1","13747","2849","-","-","-","6135","1293","-","-","7612","1556","-","-"
"2047","20230707","1","2203","-97","-","-","-","203","-97","-","-","2000","-","-","-"
"2048","20230707","1","-","-130","-","-","-","-","-30","-","-","-","-100","-","-"
"2050","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2065","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2066","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2067","20230707","1","74","-13","-","-","-","74","-13","-","-","-","-","-","-"
"2068","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2069","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2070","20230707","1","10","-","-","-","-","-","-","-","-","10","-","-","-"
"2071","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2072","20230707","1","7","-80","-","-","-","7","-80","-","-","-","-","-","-"
"2073","20230707","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2235","20230707","2","1030","850","-","-","-","970","800","-","-","60","50","-","-"
"2236","20230707","2","57438","-5537","-","-","-","13120","-7579","-","-","44318","2042","-","-"
"2237","20230707","2","1311","9","-","-","-","582","-106","-","-","729","115","-","-"
"2238","20230707","2","9888","1475","-","-","-","7287","235","-","-","2601","1240","-","-"
"2239","20230707","2","3610","-2020","-","-","-","3340","-2080","-","-","270","60","-","-"
"2240","20230707","2","440","10","-","-","-","310","-","-","-","130","10","-","-"
"2241","20230707","2","2440","10","830","-","2.94","730","-60","830","-","1710","70","-","-"
"2242","20230707","2","1900","900","1500","-","1.27","1900","900","1500","-","-","-","-","-"
"2243","20230707","2","118363","-3317","1930","-66","61.33","67718","-2351","1930","-66","50645","-966","-","-"
"2244","20230707","2","142922","22069","1275","-40","112.1","63807","24754","1275","-40","79115","-2685","-","-"
"2245","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2246","20230707","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2247","20230707","2","10","-100","-","-","-","-","-100","-","-","10","-","-","-"
"2248","20230707","2","28","-","-","-","-","23","-","-","-","5","-","-","-"
