"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230616","2","27460","-2590","30770","-10","0.89","26280","-1330","29270","-10","1180","-1260","1500","-"
"1306","20230616","2","435870","-3130","589130","43170","0.74","330740","8340","395760","10150","105130","-11470","193370","33020"
"1308","20230616","2","28700","11400","147100","-3200","0.2","9600","4400","147100","-3200","19100","7000","-","-"
"1309","20230616","2","1758","-183","-","-","-","709","-42","-","-","1049","-141","-","-"
"1311","20230616","2","7150","-4360","2610","2120","2.74","5630","-1440","2610","2120","1520","-2920","-","-"
"1319","20230616","2","94000","20000","-","-","-","1000","1000","-","-","93000","19000","-","-"
"1320","20230616","2","33343","260","38039","165","0.88","31563","1436","35970","165","1780","-1176","2069","-"
"1321","20230616","2","264273","-21396","321585","-12602","0.82","247658","-24194","299533","-12597","16615","2798","22052","-5"
"1322","20230616","2","2870","-40","-","-","-","770","-30","-","-","2100","-10","-","-"
"1324","20230616","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230616","2","167000","-8100","7100","2700","23.52","28100","13500","7100","2700","138900","-21600","-","-"
"1326","20230616","2","1158","-688","141","-78","8.21","903","-838","141","-78","255","150","-","-"
"1328","20230616","2","20200","-5010","11180","-250","1.81","11870","-4530","11180","-250","8330","-480","-","-"
"1329","20230616","2","7356","1043","9035","-1149","0.81","6621","926","9035","-1149","735","117","-","-"
"1330","20230616","2","13830","830","56940","-290","0.24","6590","-3300","56940","-290","7240","4130","-","-"
"1343","20230616","2","98060","890","37740","-2280","2.6","39250","-17110","37640","-2280","58810","18000","100","-"
"1345","20230616","2","25100","1700","5300","-2300","4.74","10100","1200","5200","-2300","15000","500","100","-"
"1346","20230616","2","7118","1197","9272","594","0.77","4245","18","9272","594","2873","1179","-","-"
"1348","20230616","2","12400","60","7140","-490","1.74","11290","130","7140","-490","1110","-70","-","-"
"1349","20230616","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230616","2","1203210","5530","176200","14580","6.83","814450","40590","176200","14580","388760","-35060","-","-"
"1357","20230616","2","195907231","-1404013","9993825","99229","19.6","130672422","1526317","9975821","81229","65234809","-2930330","18004","18000"
"1358","20230616","2","17634","530","21003","-1625","0.84","14796","-318","20930","-1498","2838","848","73","-127"
"1360","20230616","2","22666730","980840","660430","63140","34.32","13772200","526060","660430","63140","8894530","454780","-","-"
"1364","20230616","2","404","248","92","-","4.39","107","58","92","-","297","190","-","-"
"1365","20230616","2","25148","-554","12916","-1856","1.95","7505","91","12916","-1856","17643","-645","-","-"
