"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230602","2","34410","6040","31540","-740","1.09","30570","6040","30040","-740","3840","-","1500","-"
"1306","20230602","2","495100","37960","601700","-58930","0.82","389250","49490","435350","-59400","105850","-11530","166350","470"
"1308","20230602","2","10500","7200","145900","17700","0.07","2400","-400","145900","17700","8100","7600","-","-"
"1309","20230602","2","1812","-18","-","-","-","669","76","-","-","1143","-94","-","-"
"1311","20230602","2","8810","180","440","-340","20.02","7040","440","440","-340","1770","-260","-","-"
"1319","20230602","2","70000","2000","-","-","-","-","-","-","-","70000","2000","-","-"
"1320","20230602","2","32728","4937","39716","516","0.82","28546","3710","37647","516","4182","1227","2069","-"
"1321","20230602","2","245904","-24474","291165","-14635","0.84","233066","-27965","269063","-14685","12838","3491","22102","50"
"1322","20230602","2","2870","-30","-","-","-","750","70","-","-","2120","-100","-","-"
"1324","20230602","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230602","2","185100","-1500","18500","-3200","10.01","27200","-1200","18500","-3200","157900","-300","-","-"
"1326","20230602","2","867","-938","157","36","5.52","763","-938","157","36","104","-","-","-"
"1328","20230602","2","25170","-1230","11830","-570","2.13","16410","-680","11830","-570","8760","-550","-","-"
"1329","20230602","2","5720","1936","10701","136","0.53","5034","1960","10701","136","686","-24","-","-"
"1330","20230602","2","12280","2950","58950","-2610","0.21","8050","3380","58950","-2610","4230","-430","-","-"
"1343","20230602","2","97240","-22910","37260","850","2.61","54580","-1090","37160","850","42660","-21820","100","-"
"1345","20230602","2","29700","-2600","5300","300","5.6","13400","-4700","5200","300","16300","2100","100","-"
"1346","20230602","2","3853","194","10639","-2222","0.36","3373","261","10639","-2222","480","-67","-","-"
"1348","20230602","2","12270","700","6790","220","1.81","11160","290","6790","220","1110","410","-","-"
"1349","20230602","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230602","2","1262760","-310500","163050","-3900","7.74","891900","-285710","163050","-3900","370860","-24790","-","-"
"1357","20230602","2","190031350","-1787478","7250132","-178792","26.21","126704299","-4399555","7250128","-178792","63327051","2612077","4","-"
"1358","20230602","2","15399","-399","21905","163","0.7","14340","262","21905","163","1059","-661","-","-"
"1360","20230602","2","21117460","642210","344240","-8910","61.35","13101560","-273720","344240","-8810","8015900","915930","-","-100"
"1364","20230602","2","100","-3","112","-48","0.89","4","-3","112","-48","96","-","-","-"
"1365","20230602","2","22174","1354","14883","-774","1.49","4594","1090","14883","-774","17580","264","-","-"
"1366","20230602","2","1344590","-151859","21073","2560","63.81","1009680","-149960","21073","2560","334910","-1899","-","-"
"1367","20230602","2","1640","37","4385","777","0.37","1345","101","4385","777","295","-64","-","-"
"1368","20230602","2","127160","-15623","612","155","207.78","71806","-16064","612","155","55354","441","-","-"
"1369","20230602","2","254","-83","2927","224","0.09","204","-83","2927","224","50","-","-","-"
"1385","20230602","2","867","63","-","-","-","82","71","-","-","785","-8","-","-"
"1386","20230602","2","247","-21","-","-","-","61","-11","-","-","186","-10","-","-"
"1387","20230602","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1388","20230602","2","11","-1","-","-","-","10","-1","-","-","1","-","-","-"
"1389","20230602","2","61","2","-","-","-","27","-","-","-","34","2","-","-"
"1390","20230602","2","265","-38","-","-","-","256","-38","-","-","9","-","-","-"
"1391","20230602","2","71","10","-","-","-","5","5","-","-","66","5","-","-"
"1392","20230602","2","214","71","-","-","-","92","20","-","-","122","51","-","-"
"1393","20230602","2","160","79","-","-","-","84","79","-","-","76","-","-","-"
"1394","20230602","2","20","9","-","-","-","15","9","-","-","5","-","-","-"
"1397","20230602","2","-","-","10","-","-","-","-","10","-","-","-","-","-"
"1398","20230602","2","1740","-410","-","-10","-","250","-460","-","-10","1490","50","-","-"
"1399","20230602","2","200","-","-","-","-","200","-","-","-","-","-","-","-"
"1456","20230602","2","126888","2269","2019","2008","62.85","119487","3393","2019","2008","7401","-1124","-","-"
"1457","20230602","2","3389","-688","4","-24","847.25","2005","88","4","-24","1384","-776","-","-"
"1458","20230602","2","37812","-47260","123637","-9744","0.31","26679","-47595","123637","-9744","11133","335","-","-"
"1459","20230602","2","11388062","-57804","191940","59197","59.33","8021460","-34186","191940","59197","3366602","-23618","-","-"
"1464","20230602","2","799","100","67","-5","11.93","24","-","67","-5","775","100","-","-"
"1465","20230602","2","65","-1","-","-","-","52","-1","-","-","13","-","-","-"
"1466","20230602","2","6153","631","123","17","50.02","967","-364","123","17","5186","995","-","-"
"1467","20230602","3","-","-70","-","-","-","-","-50","-","-","-","-20","-","-"
"1468","20230602","3","20","-120","-","-","-","-","-120","-","-","20","-","-","-"
"1469","20230602","2","18560","-290","130","-100","142.77","15870","-330","130","-100","2690","40","-","-"
"1472","20230602","2","3747","-310","1","-","3747","1551","-460","1","-","2196","150","-","-"
"1473","20230602","2","-","-950","1070","1060","-","-","-950","1070","1060","-","-","-","-"
"1474","20230602","2","1","-5","-","-","-","-","-5","-","-","1","-","-","-"
"1475","20230602","2","17360","4936","12776","990","1.36","15216","3611","11769","991","2144","1325","1007","-1"
"1476","20230602","2","6719","-2803","1138","51","5.9","2852","-2743","1138","51","3867","-60","-","-"
"1477","20230602","2","6","-170","10","10","0.6","6","-170","10","10","-","-","-","-"
"1478","20230602","2","3385","-967","615","-506","5.5","1614","126","615","-506","1771","-1093","-","-"
"1479","20230602","2","201","10","-","-","-","10","10","-","-","191","-","-","-"
"1480","20230602","2","1","-","-","-","-","1","-","-","-","-","-","-","-"
"1481","20230602","2","55","-1","38","1","1.45","55","-1","38","1","-","-","-","-"
