"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20231222","2","18170","840","8480","270","2.14","13290","840","6980","270","4880","-","1500","-"
"1306","20231222","2","384040","-34210","283250","-39160","1.36","224850","-33150","260120","-40160","159190","-1060","23130","1000"
"1308","20231222","2","79855","-19392","24454","-2402","3.27","23102","-19392","24454","-2402","56753","-","-","-"
"1309","20231222","2","1925","-70","-","-","-","749","-73","-","-","1176","3","-","-"
"1311","20231222","2","8180","-350","120","-190","68.17","5890","-370","120","-190","2290","20","-","-"
"1319","20231222","2","73000","-1000","-","-","-","-","-","-","-","73000","-1000","-","-"
"1320","20231222","2","16974","-3955","20348","-2242","0.83","12972","-3544","18936","-1637","4002","-411","1412","-605"
"1321","20231222","2","189670","15388","91600","-8096","2.07","142675","17100","89350","-8096","46995","-1712","2250","-"
"1322","20231222","2","3520","180","-","-","-","970","40","-","-","2550","140","-","-"
"1324","20231222","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20231222","2","235200","23700","11000","-1400","21.38","66200","300","11000","-1400","169000","23400","-","-"
"1326","20231222","2","1293","31","54","3","23.94","1096","25","54","3","197","6","-","-"
"1328","20231222","2","24160","960","4780","-180","5.05","11900","630","4780","-180","12260","330","-","-"
"1329","20231222","2","5689","-1619","2707","-287","2.1","4175","-355","2707","-287","1514","-1264","-","-"
"1330","20231222","2","19909","-2250","12542","244","1.59","15798","-1790","12542","244","4111","-460","-","-"
"1343","20231222","2","155970","37000","27290","630","5.72","87940","29870","27190","630","68030","7130","100","-"
"1345","20231222","2","71300","14700","1600","-800","44.56","36600","14500","1500","-800","34700","200","100","-"
"1346","20231222","2","5655","-2396","3235","-3289","1.75","4445","-1276","3235","-3289","1210","-1120","-","-"
"1348","20231222","2","16680","2140","3370","590","4.95","15000","1680","3370","590","1680","460","-","-"
"1349","20231222","2","-","-1","-","-","-","-","-1","-","-","-","-","-","-"
"1356","20231222","2","1368770","130550","241300","9110","5.67","1039020","139230","241300","9110","329750","-8680","-","-"
"1357","20231222","2","81537202","4755316","7453861","-2588870","10.94","38921140","348593","7453861","-2588870","42616062","4406723","-","-"
"1358","20231222","2","10416","-2054","6237","-515","1.67","7351","-1441","6237","-515","3065","-613","-","-"
"1360","20231222","2","13053780","-771230","1573800","-50390","8.29","7106720","-625970","1573800","-50390","5947060","-145260","-","-"
"1364","20231222","2","148","-2","23","-","6.43","23","-2","23","-","125","-","-","-"
"1365","20231222","2","15831","-7923","5644","404","2.8","8933","-474","5644","404","6898","-7449","-","-"
"1366","20231222","2","771985","19002","25081","-3769","30.78","405380","-24660","25081","-3769","366605","43662","-","-"
"1367","20231222","2","6028","-99","918","-264","6.57","2901","-8","918","-264","3127","-91","-","-"
"1368","20231222","2","77497","-12012","6267","-2102","12.37","11302","-307","6267","-2102","66195","-11705","-","-"
"1369","20231222","2","322","-74","540","-","0.6","227","-74","540","-","95","-","-","-"
"1397","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398","20231222","2","1970","90","-","-","-","150","90","-","-","1820","-","-","-"
"1399","20231222","2","3300","-40","50","40","66","10","-","50","40","3290","-40","-","-"
"1456","20231222","2","17885","-2693","83","20","215.48","3188","-1875","83","20","14697","-818","-","-"
"1457","20231222","2","8502","-881","-","-8","-","1854","-514","-","-8","6648","-367","-","-"
"1458","20231222","2","91621","3421","29854","-12908","3.07","64144","4964","29854","-12458","27477","-1543","-","-450"
"1459","20231222","2","4687316","-549816","376199","-150958","12.46","2953375","-474721","376199","-150958","1733941","-75095","-","-"
"1464","20231222","2","774","4","3","1","258","64","4","3","1","710","-","-","-"
"1465","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","20231222","2","991","20","249","91","3.98","241","20","249","91","750","-","-","-"
"1469","20231222","2","7650","-370","2250","180","3.4","5040","-370","2250","180","2610","-","-","-"
"1472","20231222","2","2428","-1400","1166","-35","2.08","474","-1006","1166","-35","1954","-394","-","-"
"1473","20231222","2","-","-","-","-100","-","-","-","-","-100","-","-","-","-"
"1474","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1475","20231222","2","54278","24845","21895","3989","2.48","27196","10479","20892","3989","27082","14366","1003","-"
"1476","20231222","2","12021","3101","1445","1321","8.32","7841","2237","1445","1321","4180","864","-","-"
"1477","20231222","2","34","1","-","-","-","34","1","-","-","-","-","-","-"
"1478","20231222","2","10846","-1121","75","15","144.61","2171","-1509","75","15","8675","388","-","-"
"1479","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20231222","2","43","-5","40","-1","1.07","43","-5","40","-1","-","-","-","-"
"1482","20231222","2","247635","-13588","2520","405","98.27","119963","1421","2520","405","127672","-15009","-","-"
"1483","20231222","2","153","-1","-","-","-","53","-1","-","-","100","-","-","-"
"1484","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1485","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","20231222","2","3886","-466","-","-","-","1897","-25","-","-","1989","-441","-","-"
"1487","20231222","2","17550","-5","1","-","17550","9508","-689","1","-","8042","684","-","-"
"1488","20231222","2","39120","3270","790","430","49.52","30910","3940","790","430","8210","-670","-","-"
"1489","20231222","2","65200","-1003","1065","315","61.22","31832","-2489","1065","315","33368","1486","-","-"
"1490","20231222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20231222","2","38","-37","18","-","2.11","38","-1","18","-","-","-36","-","-"
"1493","20231222","2","2","-","205","-","0.01","2","-","205","-","-","-","-","-"
"1494","20231222","2","530","47","-","-","-","268","34","-","-","262","13","-","-"
"1495","20231222","2","790","-10","80","-10","9.88","560","-10","80","-10","230","-","-","-"
"1496","20231222","2","40472","-7032","70","50","578.17","15047","-9452","70","50","25425","2420","-","-"
"1497","20231222","2","112992","-11522","669","-50","168.9","4274","-11525","669","-50","108718","3","-","-"
"1498","20231222","2","1","-1","-","-","-","1","-1","-","-","-","-","-","-"
