"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230728","2","35030","-540","23970","-1570","1.46","23350","-720","22470","-1570","11680","180","1500","-"
"1306","20230728","2","588660","84690","537650","-40200","1.09","440830","84560","380410","-40200","147830","130","157240","-"
"1308","20230728","2","106776","-7967","84066","4994","1.27","88576","-24167","84066","4994","18200","16200","-","-"
"1309","20230728","2","1544","-282","-","-","-","446","-235","-","-","1098","-47","-","-"
"1311","20230728","2","12890","-3710","1540","130","8.37","10490","-2460","1540","130","2400","-1250","-","-"
"1319","20230728","2","82000","-","-","-","-","-","-","-","-","82000","-","-","-"
"1320","20230728","2","26384","-2154","24659","506","1.07","21290","-1521","22590","506","5094","-633","2069","-"
"1321","20230728","2","213217","-30412","250092","-7842","0.85","180046","-29384","230774","-7842","33171","-1028","19318","-"
"1322","20230728","2","3720","30","-","-","-","1200","110","-","-","2520","-80","-","-"
"1324","20230728","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230728","2","218600","100","7000","1900","31.23","77800","8000","7000","1900","140800","-7900","-","-"
"1326","20230728","2","1050","40","124","-48","8.47","768","22","124","-48","282","18","-","-"
"1328","20230728","2","15860","870","7640","-560","2.08","7810","500","7640","-560","8050","370","-","-"
"1329","20230728","2","10224","-1200","7265","-392","1.41","8143","622","7265","-392","2081","-1822","-","-"
"1330","20230728","2","24214","-2475","36484","-633","0.66","20746","-2423","36484","-633","3468","-52","-","-"
"1343","20230728","2","199190","52440","32480","-6000","6.13","86610","38320","32380","-6000","112580","14120","100","-"
"1345","20230728","2","20700","-2500","2800","-300","7.39","7000","-1600","2700","-300","13700","-900","100","-"
"1346","20230728","2","8439","-1358","7142","-746","1.18","6160","-1122","7142","-746","2279","-236","-","-"
"1348","20230728","2","18830","230","7310","250","2.58","16740","-140","7310","250","2090","370","-","-"
"1349","20230728","2","164","157","-","-","-","164","157","-","-","-","-","-","-"
"1356","20230728","2","951040","-47380","182060","-2440","5.22","623240","-49820","182060","-2440","327800","2440","-","-"
"1357","20230728","2","143984225","-6598207","9349248","-1128550","15.4","96358384","-2854340","9349244","-1128520","47625841","-3743867","4","-30"
"1358","20230728","2","12211","-427","13108","-1099","0.93","9069","-893","13108","-1099","3142","466","-","-"
"1360","20230728","2","15793110","-630880","1530980","150810","10.32","9710030","-468470","1530980","168810","6083080","-162410","-","-18000"
